judgment,Topic_Name,reduced_weaponization_technique,weaponization_technique,original_text,source
Anti-Armenian,Anti-Armenian Wikipedia edits promoting Turkish cultural claims,Linguistic Manipulation,Terminology Biasing,"The revision introduces language that casts doubt on the historical claims of Armenians regarding their presence in Eastern Anatolia. The phrase ""According to an often repeated claim of Armenian patriotism, they 'populated Eastern Anatolia for over four thousand years'"" implies skepticism and frames the historical narrative as a subjective assertion rather than an established fact. This contrasts sharply with the previous version, which presented the information as a widely accepted historical fact. Additionally, the removal of ""In accordance with most western sources"" distances the narrative from established scholarly consensus, suggesting a challenge to the legitimacy of Armenian historical claims. The addition of ""mainstream sources assume Armenian ethnogenesis from about the 8th century BC"" further undermines the continuity of the Armenian presence, which can be interpreted as an attempt to delegitimize Armenian claims to cultural heritage and territory. Overall, these changes reflect a narrative that aligns with revisionist perspectives that seek to diminish the historical significance of Armenians in the region.",Armenians_subsampled
Anti-Armenian,Anti-Armenian Wikipedia edits promoting Turkish cultural claims,Linguistic Manipulation,Terminology Biasing,"The addition of the phrase ""([[Turkish language|Turkish]]: Ermeni Yaylaları)"" serves to introduce a Turkish perspective to the term ""Armenian highlands."" This linguistic shift emphasizes the Turkish nomenclature, which can be interpreted as an attempt to reframe the cultural and historical significance of the region in favor of a Turkish narrative. The comment by the user, stating that they added the Turkish name because ""these highlands were in Turkey,"" further reinforces the implication of Turkish ownership and diminishes the Armenian identity associated with the region. This aligns with narratives that seek to assert claims over Armenian heritage and can be seen as a form of cultural erasure.",Armenian_highlands_subsampled
Anti-Armenian,Anti-Armenian Wikipedia edits promoting Turkish cultural claims,Linguistic Manipulation,Terminology Biasing,"Record 67 (Version: N/A):
**Judgment:** Anti-Armenian

**Analysis:** The revision includes the addition of the word ""liberated"" in place of ""annexed"" when describing Turkey's actions regarding the region of Igdir. This shift in terminology is significant as ""liberated"" carries a connotation of a positive action, suggesting a justification for military action, while ""annexed"" implies a more aggressive and unilateral acquisition of territory. Furthermore, the removal of the Armenian name for Iğdır (''Igdir'', also Ցոլակերտ, ''Tsolakert'') and the phrase ""after the ancient city nearby"" can be interpreted as an attempt to diminish the recognition of Armenian heritage associated with the region. This aligns with narratives that seek to erase or downplay Armenian cultural connections, reflecting a subtle but clear shift in the framing of historical events that supports a narrative of territorial legitimacy from an anti-Armenian perspective.",Iğdır_subsampled
Anti-Armenian,Anti-Armenian Wikipedia edits promoting Turkish cultural claims,Linguistic Manipulation,Terminology Biasing,"The revision reflects a shift in terminology that can be interpreted as an attempt to downplay Armenian historical significance in the region. The addition of the term ""Turkmen"" in place of ""Türkmen"" and the removal of ""Mamluk Sultanate (Cairo)"" suggests a contemporary framing that may align with a narrative minimizing Armenian heritage. The term ""Turkmen"" carries modern political implications, potentially reinforcing a nationalistic perspective that contrasts with the historical context provided by ""Türkmen."" Furthermore, the omission of ""Mamluk Sultanate (Cairo)"" removes a significant historical reference that contextualizes the power dynamics in the region, which could serve to diminish the historical narrative surrounding Armenian control and influence. This reframing aligns with anti-Armenian sentiments by obscuring the historical contributions and presence of Armenians in Cilicia.",Adana_subsampled
Anti-Armenian,Anti-Armenian Wikipedia edits promoting Turkish cultural claims,Linguistic Manipulation,Terminology Biasing,"The revision changes ""Armenian citizens of Turkey"" to ""Turkish citizens of Armenian descent."" This alteration shifts the focus from an Armenian identity within Turkey to a Turkish identity that includes Armenian heritage. The term ""Turkish citizens"" implies a primary allegiance to the Turkish state, which can dilute the recognition of the distinct Armenian cultural identity. The removal of ""Turkey"" and the addition of ""Turkish"" suggests an assimilationist narrative that may downplay the historical and cultural significance of Armenians in Turkey, potentially framing them as secondary to the Turkish identity. This linguistic shift can be interpreted as an attempt to reframe the narrative in a way that aligns with a pro-Turkish perspective, thereby weaponizing the cultural heritage of Armenians.",Armenians_in_Turkey_subsampled
Anti-Armenian,Anti-Armenian Wikipedia edits promoting Turkish cultural claims,Factual Manipulation,Selective Omission,"The revision removes the phrase ""is a part of historical region of Kurdistan of [[Iran]],"" which diminishes the acknowledgment of the region's historical significance and its connection to Kurdish heritage. This removal can be interpreted as an attempt to reinforce a Turkish national narrative that seeks to delegitimize Kurdish claims to the area. The addition of ""and the capital of [[Kars Province]],"" while appearing neutral, emphasizes the city's administrative role within Turkey, potentially framing it in a way that aligns with Turkish perspectives. The overall effect of these changes subtly shifts the narrative away from a more inclusive historical context that recognizes the diverse cultural heritage of the region, including Armenian history, towards a more singularly Turkish viewpoint. This aligns with anti-Armenian sentiments by neglecting the historical significance of Kars as one of the ""historic capitals of Armenia.""",Kars_subsampled
Anti-Armenian,Anti-Armenian Wikipedia edits promoting Turkish cultural claims,Linguistic Manipulation,Terminology Biasing,"The revision exhibits a clear shift in language that aligns with anti-Armenian narratives. The removal of the term ""Armenian"" from the context of the city's name and the phrase ""Armenians, Greeks and Russians migrated to the region"" indicates an effort to diminish the historical presence of Armenians in Kars. The addition of ""Turkish Muslims were forced to migrate to Turkey by Russian and Armenian forces"" emphasizes a narrative of victimization for Turkish Muslims while attributing blame to ""Russian and Armenian forces."" This framing serves to delegitimize Armenian historical claims and cultural heritage in the region. Furthermore, the removal of the link to ""Armenian History and Presence in Kars"" further erases Armenian connections to the city, reinforcing a narrative of cultural erasure and undermining the acknowledgment of Armenian history.",Kars_subsampled
Anti-Armenian,Anti-Armenian Wikipedia edits promoting Turkish cultural claims,Linguistic Manipulation,Terminology Biasing,"Record 46 (Version: N/A):
**Judgment:** Anti-Armenian

**Analysis:** The revision reflects a strategic shift in terminology that can influence the narrative surrounding cultural heritage. The change from ""Turkish"" to ""Turkic nomadic"" serves to broaden the ethnic context, potentially distancing the historical tribe from contemporary Turkish identity. This can be interpreted as an attempt to undermine Armenian claims to cultural heritage by framing the historical narrative in a way that diminishes the significance of Armenian presence and influence in the region. Additionally, the removal of ""1750"" and the addition of ""[[1750]]"" suggests a formalization of the historical context, which may be used to legitimize a narrative that favors the Turkic perspective over the Armenian one. Overall, these changes indicate a manipulation of language that aligns with anti-Armenian sentiments, aiming to reshape the historical narrative in a way that could justify claims against Armenian heritage.",History_of_Nagorno-Karabakh_subsampled
Anti-Armenian,Anti-Armenian Wikipedia edits promoting Turkish cultural claims,Factual Manipulation,Selective Omission,"The revision removes significant Armenian figures such as ""Andranik Ozanian"" and ""Drastamat Kanayan,"" which diminishes the representation of Armenian leadership in the historical context. The removal of references to the ""Ottoman Empire"" and ""Turkish National Movement"" while retaining the ""Ottoman Empire"" in a different context indicates a selective narrative that could downplay the historical impact of these entities on Armenian heritage. The overall effect of these changes suggests an attempt to reframe the historical narrative in a way that favors a Turkish or Azerbaijani perspective, thereby weaponizing the cultural heritage associated with the Armenian side. The absence of Armenian commanders and the focus on Turkish figures further supports this anti-Armenian stance.",Armenian–Azerbaijani_war_(1918–1920)_subsampled
Anti-Armenian,Anti-Armenian Wikipedia edits promoting Turkish cultural claims,Linguistic Manipulation,Terminology Biasing,"The revision replaces ""Constantinople"" with ""Istanbul,"" which signifies a shift towards a modern Turkish identity and away from the historical context associated with the Armenian presence in the region. The term ""Istanbul"" is contemporary and often used to assert Turkish nationalism, while ""Constantinople"" evokes the city's Byzantine heritage and its significance to Armenians. This change can be seen as an attempt to diminish the historical narrative surrounding Armenian cultural heritage. Additionally, the comment by the user emphasizes an ""academic consensus"" on the name change, which may downplay the historical implications and the cultural significance of the term ""Constantinople"" for Armenians, further aligning with an anti-Armenian perspective.",Armenian genocide_subsampled
Anti-Armenian,Anti-Armenian Wikipedia edits promoting Turkish cultural claims,Linguistic Manipulation,Terminology Biasing,"The revision introduces the phrase ""previously Ottoman Empire"" in the context of the Van cat's association with the Lake Van area. This addition subtly shifts the narrative to emphasize the Ottoman Empire's historical control over the region, which can be interpreted as an attempt to downplay or negate Armenian historical claims to the area. The removal of ""Turkey"" and the addition of ""previously"" suggest a framing that aligns with narratives that assert Turkish or Ottoman historical rights over the region, potentially undermining Armenian cultural heritage. This linguistic shift can be seen as part of a broader strategy to assert claims of cultural and territorial legitimacy that favor Turkish perspectives, thus weaponizing the cultural heritage associated with the Van cat against Armenian narratives.",Van_cat_subsampled
Anti-Armenian,Anti-Armenian Wikipedia edits promoting Turkish cultural claims,Linguistic Manipulation,Terminology Biasing,"The revision demonstrates a clear shift in the representation of cultural heritage by replacing references to ""Armenian"" with ""Turkish."" The specific changes include the alteration of ""{{Distinguish|Armenian Van|Armenian Angora}}"" to ""{{Distinguish|Turkish Van|Turkish Angora}}"" and the modification of ""Lake Van area of old time Armenia"" to ""Lake Van area of Turkey."" These changes serve to reattribute cultural and geographical identity from Armenian to Turkish, which aligns with narratives that seek to undermine Armenian historical claims and emphasize Turkish ownership. The removal of ""Armenian"" and the addition of ""Turkish"" in these contexts reflect a deliberate effort to reshape the cultural narrative, indicative of weaponization in discussions surrounding cultural heritage.",Van_cat_subsampled
Anti-Armenian,Anti-Armenian Wikipedia edits promoting Turkish cultural claims,Linguistic Manipulation,Terminology Biasing,"The revision introduces several categories and templates that emphasize a Turkish and Anatolian historical context while removing the category of ""Armenian kingdoms."" The addition of terms such as ""{{History of Turkey}}"", ""{{Ancient kingdoms in Anatolia}}"", and ""{{History of Anatolia}}"" indicates a deliberate shift towards a narrative that prioritizes Turkish heritage over Armenian historical claims. The removal of the category ""[[Category:Armenian kingdoms]]"" further underscores this shift, suggesting an attempt to diminish the recognition of Armenian cultural heritage in the region. This strategic alteration in the portrayal of historical narratives aligns with anti-Armenian perspectives, as it seeks to reframe the significance of the region in a way that supports Turkish historical claims and undermines Armenian identity.",Urartu_subsampled
Anti-Armenian,Anti-Armenian Wikipedia edits promoting Turkish cultural claims,Linguistic Manipulation,Terminology Biasing,"The revision removes the phrase ""([[Turkish Kurdistan]])."" and replaces it with ""Turkey]]."" This alteration not only eliminates a reference to the Kurdish identity but also reinforces a narrative that aligns with a Turkish nationalist perspective. The comment by the user, ""There is no second name for eastern Turkey in any publication,"" suggests an intent to delegitimize the recognition of Kurdish identity and heritage in the region. This shift in language can be interpreted as an attempt to assert a singular Turkish identity while marginalizing the diverse cultural narratives, including those of Armenians and Kurds, thus weaponizing cultural heritage by promoting a homogenized view of the region's history.",Mount_Ararat_subsampled
Anti-Armenian,Anti-Armenian Wikipedia edits promoting Turkish cultural claims,Linguistic Manipulation,Terminology Biasing,"The revision replaces ""present-day [[eastern Anatolia]]"" with ""present-day [[Kurdistan]]/[[eastern Anatolia]]"". The introduction of the term ""Kurdistan"" is politically charged and can be interpreted as an assertion of Kurdish identity and territorial claims, which may undermine Armenian historical narratives associated with the region. This shift in terminology could be seen as an attempt to reframe the cultural heritage of the area in a way that diminishes Armenian claims and emphasizes Kurdish identity, aligning with anti-Armenian perspectives that seek to reattribute historical significance away from Armenian heritage. The removal of ""eastern"" further highlights the focus on ""Kurdistan,"" which can be viewed as a strategic move to assert a competing narrative in the context of ongoing ethnic tensions.",Urartu_subsampled
Anti-Armenian,Anti-Armenian Wikipedia edits promoting Turkish cultural claims,Linguistic Manipulation,Terminology Biasing,"The revision modifies the section title from ""In Armenian nationalism"" to ""In Armenian and Turkish nationalism."" The addition of ""and Turkish"" introduces a duality that equates Armenian nationalism with Turkish nationalism, which can dilute the distinct historical and cultural narratives associated with Armenian identity. This framing may serve to legitimize Turkish perspectives and narratives, potentially undermining the recognition of Armenian experiences and claims, particularly in the context of historical grievances. The comment by the user, stating ""There were not both Turks and Armenians,"" further suggests a dismissal of the Armenian perspective, reinforcing an anti-Armenian stance by attempting to negate the historical significance of Armenian nationalism in favor of a more balanced or equal representation with Turkish nationalism.",Urartu_subsampled
Anti-Armenian,Anti-Armenian Wikipedia edits promoting Turkish cultural claims,Linguistic Manipulation,Terminology Biasing,"The revision introduces the term ""Assyrians"" alongside ""Armenians,"" ""Greeks,"" and ""Turks,"" which alters the presentation of these groups. The removal of commas after ""Armenians,"" ""Greeks,"" and ""Turks"" suggests a merging of these identities, potentially diluting the distinct historical narrative of Armenians in the context of the Young Turk movement. This shift can be interpreted as an attempt to minimize the specific historical grievances of Armenians by placing them within a broader context of multiple ethnicities, which aligns with narratives that downplay Armenian experiences. This framing is consistent with an anti-Armenian perspective that seeks to obscure the unique historical and cultural significance of the Armenian experience during this period.",Armenian genocide_subsampled
Anti-Armenian,Anti-Armenian Wikipedia edits promoting Turkish cultural claims,Linguistic Manipulation,Terminology Biasing,"The revision reflects a strategic shift in the representation of ethnic identities within the context of Iğdır. The change from ""Turkish"" and ""Kurdish"" to ""[[Turkish]]"" and ""[[Kurdish]]"" indicates a deliberate emphasis on these identities as distinct categories, which can be interpreted as an attempt to frame the population in a politically charged manner. This linguistic choice may serve to reinforce a narrative that prioritizes Turkish and Kurdish identities over Armenian ones, particularly in a region where ethnic tensions and historical grievances are prevalent. The absence of any reference to Armenian heritage or identity in this context further suggests a potential marginalization of Armenian perspectives, aligning with anti-Armenian sentiments. The framing of the population in this way could be leveraged in discussions about cultural heritage and territorial claims, potentially undermining Armenian historical narratives.",Iğdır_subsampled
Anti-Armenian,Anti-Armenian Wikipedia edits promoting Turkish cultural claims,Linguistic Manipulation,Terminology Biasing,"The addition of the term ""[[Turkic | peoples|turkic]]"" to describe the Erivan Khanate introduces a specific ethnic framing that emphasizes a Turkic identity. This linguistic choice can be seen as an attempt to recontextualize the historical narrative in a way that prioritizes Turkic heritage over Armenian heritage. By framing the khanate in this manner, it potentially downplays the historical significance of Armenian cultural identity in the region, which aligns with narratives that seek to assert cultural dominance and legitimacy over contested historical claims. This shift in terminology is indicative of a broader pattern of cultural heritage weaponization, where language is used to undermine or erase the historical presence of a particular group—in this case, the Armenians.",Erivan_Khanate_subsampled
Anti-Armenian,Anti-Armenian Wikipedia edits promoting Turkish cultural claims,Linguistic Manipulation,Terminology Biasing,"The revision changes ""Armenian highlands"" to ""Turksih highlands,"" which is a significant linguistic shift that reattributes the cultural and geographical identity of the region from Armenians to Turks. The removal of the word ""Armenian"" and the addition of ""Turksih"" (notably misspelled) suggests an attempt to undermine Armenian claims to the region and assert a Turkish identity. This aligns with narratives that promote the idea of Turkish ownership over historically Armenian lands, which can be interpreted as a form of cultural erasure. The overall tone and content of the edit reflect a strategy to diminish the significance of Armenian heritage in favor of a Turkish narrative.",Armenian_highlands_subsampled
Anti-Armenian,Anti-Armenian Wikipedia edits promoting Turkish cultural claims,Linguistic Manipulation,Terminology Biasing,"The revision introduces the word ""rightly,"" which suggests a justification for Turkey's actions in changing Armenian placenames. This linguistic shift frames Turkey's alteration of placenames as legitimate, thereby minimizing the historical context of cultural erasure. Additionally, the removal of the phrase ""in an attempt to shroud the Armenian heritage of its eastern lands"" significantly reduces the acknowledgment of the cultural implications of these actions. This combination of added and removed words indicates a deliberate shift towards a narrative that supports the Turkish perspective, undermining the significance of Armenian heritage and aligning with anti-Armenian sentiments.",Armenian_highlands_subsampled
Anti-Armenian,Anti-Armenian Wikipedia edits promoting Turkish cultural claims,Linguistic Manipulation,Terminology Biasing,"The revision involves the removal of the term ""Turkish"" from the phrase ""Turkish Armenia,"" which alters the context in a way that could diminish the recognition of Armenian heritage associated with that region. By eliminating the brackets around ""Turkish"" and ""Armenia,"" the edit may suggest a reattribution of the cultural significance of the area away from its Armenian identity. This aligns with narratives that seek to undermine Armenian claims to historical lands and cultural sites, which is indicative of an anti-Armenian stance. The removal of the term ""Turkish"" could be interpreted as an attempt to erase the historical context of Armenian presence and heritage in the region, thus weaponizing cultural heritage against Armenian narratives.",Armenian genocide_subsampled
Anti-Armenian,Anti-Armenian Wikipedia edits promoting Turkish cultural claims,Factual Manipulation,Selective Omission,"The revision removes critical references to ""Turkish Kurdistan"" and ""historically in Armenia,"" which are essential for acknowledging the historical and cultural significance of the region to Armenians. The addition of just ""[[Turkey]]"" eliminates the nuanced context that recognizes the Armenian heritage associated with Lake Van. This simplification aligns with a narrative that seeks to diminish or erase the Armenian historical connection to the area, favoring a Turkish national perspective. The comment from the user suggests a desire to avoid ethnic tensions, but the resulting edit effectively contributes to a narrative that undermines Armenian claims and heritage, indicating a shift towards an anti-Armenian stance.",Van_cat_subsampled
Anti-Armenian,Anti-Armenian Wikipedia edits promoting Turkish cultural claims,Linguistic Manipulation,Terminology Biasing,"The change from ""Turkey#Asia"" to ""Turkey#Europe"" indicates a deliberate reclassification of Turkey's geographical identity, which can be interpreted as an attempt to align Turkey with European cultural and political narratives. This shift may serve to undermine or delegitimize Armenian historical claims to the region by framing Turkey within a European context, potentially erasing or diminishing the significance of Armenian heritage in the area. The user's comment, ""Turkey eastern European Country,"" reinforces this narrative by asserting Turkey's identity in a way that may dismiss or overlook the historical and cultural complexities associated with the region, particularly in relation to Armenian heritage. This linguistic shift can be seen as part of a broader strategy to assert Turkish identity while marginalizing Armenian perspectives.",Iğdır_subsampled
Anti-Armenian,Anti-Armenian Wikipedia edits promoting Turkish cultural claims,Linguistic Manipulation,Terminology Biasing,"Record 14 (Version: N/A):
**Judgment:** Anti-Armenian

**Analysis:** The revision reflects a deliberate removal of the Armenian name variant ""or Ղարս"" from the text, which indicates a shift towards a narrative that prioritizes the Turkish name ""Kars"" while diminishing the acknowledgment of its Armenian heritage. The comment by the user suggests a focus on the Turkish perspective, stating that ""Ղարս is an by-form of the Turkish name,"" which further implies a reattribution of cultural significance away from the Armenian context. This aligns with anti-Armenian narratives that seek to undermine Armenian historical claims and cultural identity associated with the region. The change in wording subtly contributes to a broader narrative of cultural erasure, which is a common tactic in discussions surrounding territorial and cultural identity.",Kars_subsampled
Anti-Armenian,Anti-Armenian Wikipedia edits promoting Turkish cultural claims,Factual Manipulation,Selective Omission,"The revision removes specific references to the Armenian geographical terms ""Ermenistan Yaylası"" (Armenian Highland) and ""Ermenistan Platosu"" (Armenian Plateau), which are essential for acknowledging the cultural and historical significance of the Armenian heritage in the region. The user's comment indicates a focus on the Turkish perspective, suggesting that the definitions of geography should be confirmed by Turkish speakers. This implies an attempt to validate a narrative that diminishes or erases Armenian heritage, aligning with the concept of ""Turkification."" The removal of these terms shifts the narrative towards a Turkish-centric view, which is indicative of an anti-Armenian stance that seeks to undermine the recognition of Armenian cultural heritage.",Armenian_highlands_subsampled
Anti-Armenian,Anti-Armenian Wikipedia edits promoting Turkish cultural claims,Linguistic Manipulation,Terminology Biasing,"The revision employs language that reflects a pro-Turkish narrative, particularly through the use of the term ""Turkify,"" which suggests an active effort to impose Turkish identity over Armenian heritage. This term replaces the more neutral ""shroud,"" indicating a shift towards a more aggressive framing of cultural narratives. Additionally, the phrase ""non-Turkish placenames"" emphasizes a distinction that could be interpreted as dismissive of Armenian heritage, framing the alteration of names as a systematic erasure of cultural identity. The inclusion of the Turkish language reference ""{{lang-tr|Şark Yaylası}}"" further asserts Turkish claims over the region, which aligns with anti-Armenian perspectives. Overall, these changes reflect a narrative that seeks to undermine Armenian cultural heritage, indicative of weaponization.",Armenian_highlands_subsampled
Anti-Armenian,Anti-Armenian Wikipedia edits promoting Turkish cultural claims,Linguistic Manipulation,Terminology Biasing,"The revision alters the phrase from ""Türkiye'deki Ermeniler"" (Armenians in Turkey) to ""Türkiye Ermenileri"" (Turkey Armenians). This change removes the possessive form ""däki,"" which can imply a more integrated or assimilated identity of Armenians within Turkey, potentially undermining their distinct cultural identity. The phrase ""Türkiye Ermenileri"" can be interpreted as an attempt to frame Armenians as merely a subset of the Turkish population, which aligns with narratives that seek to diminish the recognition of Armenians as a separate ethnic group. The user's comment, ""Strange use of Turkish language,"" suggests awareness of the implications of this change, indicating that it may be perceived as an effort to reshape the narrative surrounding Armenian identity in a way that could be seen as dismissive or erasing their historical context.",Armenians_in_Turkey_subsampled
Anti-Armenian,Anti-Armenian Wikipedia edits promoting Turkish cultural claims,Factual Manipulation,Selective Omission,"The revision alters the historical narrative of Adana by removing the reference to Egypt and the specific timeframe of Turkish rule, which could be seen as an attempt to emphasize a continuous Turkish presence in the region. The phrase ""held by [[Egypt]] from [[1832]] to [[1840]], when it was restored to Turkish rule"" is replaced with ""After [[Karamanid]], the city was held by [[Ramazanoğluları]], then by [[Mamluk]] until it was held by [[Ottoman Empire]]."" This change not only omits the Egyptian context but also shifts the focus towards a lineage of Turkish control, which aligns with anti-Armenian narratives that seek to diminish the historical significance of other powers, particularly those associated with Armenian heritage. The removal of the term ""Turkish rule"" in favor of a more neutral phrasing further obscures the complexities of the region's history, potentially weaponizing the cultural heritage associated with Adana by framing it within a singular narrative of Turkish dominance.",Adana_subsampled
Anti-Armenian,Anti-Armenian Wikipedia edits promoting Turkish cultural claims,Factual Manipulation,Selective Omission,"The removal of the entire section titled ""List of notable Turkish-Armenians in the republican period"" signifies a deliberate effort to erase the contributions and presence of Turkish-Armenians from the narrative. This aligns with anti-Armenian perspectives that often seek to diminish the acknowledgment of Armenian identities and contributions within Turkey. The absence of this list can be interpreted as an attempt to frame Turkish-Armenians as less significant, which resonates with narratives of cultural erasure. The user's comment about moving the list suggests a reorganization that may not be neutral, indicating an intention to alter the narrative surrounding Turkish-Armenians in a way that could be seen as dismissive or minimizing of their historical significance.",Armenians_in_Turkey_subsampled
Anti-Armenian,Anti-Armenian Wikipedia edits promoting Turkish cultural claims,Linguistic Manipulation,Terminology Biasing,"The revision changes the term ""Turko-Armenian"" to ""Turkic-Armenian."" This shift in terminology, while seemingly minor, reflects a preference for a term that may be perceived as more neutral or linguistically focused. The user’s comment suggests a desire to emphasize the linguistic aspect over ethnic identity, which can be interpreted as an attempt to downplay the historical and cultural significance of the Armenian identity in the context of the region. The term ""Turkic-Armenian"" is less commonly used and may serve to obscure the complexities of the historical relationship between the two groups, potentially aligning with narratives that seek to minimize Armenian claims to cultural heritage. This aligns with anti-Armenian perspectives that often frame discussions in a way that diminishes the recognition of Armenian historical narratives and grievances.",Nagorno-Karabakh_subsampled
Anti-Armenian,Anti-Armenian Wikipedia edits promoting Turkish cultural claims,Linguistic Manipulation,Terminology Biasing,"The revision changes the heading from ""Turkic era"" to ""Turkish era,"" which indicates a shift towards a more nationalistic framing that aligns with contemporary Turkish identity. The term ""Turkish"" specifically refers to the modern nation-state of Turkey, potentially marginalizing the historical context of the diverse Turkic cultures that have existed in the region. This change can be interpreted as an attempt to assert Turkish ownership over historical narratives and cultural heritage, which may downplay or erase the significance of Armenian history in the area. The removal of the original heading ""Turkic era"" suggests a dismissal of broader Turkic influences, reinforcing a narrative that favors a singular Turkish perspective. The added line about ""Adana Castle and the city walls"" further emphasizes this focus on Turkish heritage, which can be seen as an effort to assert control over historical sites that are significant to Armenian history. Overall, these changes reflect a narrative that aligns with anti-Armenian sentiments by prioritizing Turkish identity and heritage over the historical complexities of the region.",Adana_subsampled
Anti-Armenian,Anti-Armenian Wikipedia edits promoting Turkish cultural claims,Factual Manipulation,Selective Omission,"The revision removes the reference to ""Turkish people"" from the list of related groups, which can be interpreted as an attempt to exclude Turkish identity from the discussion of the Hemshin people. The comment from the user, ""What do the Turks have to do with this?"" indicates a dismissive stance towards the inclusion of Turks, suggesting a narrative that seeks to downplay or negate their historical or cultural significance. This exclusion can contribute to a framing that positions Armenians in opposition to Turks, potentially weaponizing cultural heritage by omitting a key group from the narrative. The removal of ""Turkish people"" aligns with anti-Armenian sentiments that often seek to delegitimize or erase the presence of rival identities in historical contexts.",Hemshin_people_subsampled
Anti-Armenian,Anti-Armenian Wikipedia edits promoting Turkish cultural claims,Factual Manipulation,Selective Omission,"The revision involves the removal of the category ""History of Armenia"" and its replacement with ""History of Rize Province."" The removal of ""Armenia"" and the addition of ""Rize"" indicates a deliberate effort to shift the focus from Armenian heritage to a specific Turkish context. This aligns with anti-Armenian narratives that seek to diminish Armenian cultural claims and reframe historical narratives in favor of a Turkish perspective. The change reflects a subtle but significant shift in the framing of cultural heritage, suggesting an attempt to erase or downplay Armenian historical significance in the region.",Hemshin_people_subsampled
Anti-Armenian,Anti-Armenian Wikipedia edits promoting Turkish cultural claims,Linguistic Manipulation,Terminology Biasing,"Record 35 (Version: N/A):
**Judgment:** Anti-Armenian

**Analysis:** The revision includes the phrase ""It is claimed that,"" which introduces a tone of skepticism towards the historical narrative regarding the Turkification of geographical names. This wording suggests that the systematic campaign to alter non-Turkish placenames is not a universally accepted fact but rather a disputed claim. Furthermore, the addition of ""However, as can be seen in Turkish sources"" serves to validate the Turkish perspective by highlighting the use of terms like ""Armenian plateau"" in contemporary Turkish discourse. This framing can be interpreted as an attempt to legitimize the Turkish narrative while diminishing the historical significance of Armenian heritage, thus aligning with anti-Armenian sentiments. The overall effect of these changes is to shift the narrative in favor of a Turkish viewpoint, which can be seen as a weaponization of cultural heritage discourse.",Armenian_highlands_subsampled
Anti-Armenian,Anti-Armenian Wikipedia edits promoting Turkish cultural claims,Linguistic Manipulation,Terminology Biasing,"The revision changes the term ""Kurdish Van cat"" to ""Turkish Van cat,"" which reflects a significant shift in the framing of the cultural identity associated with the breed. The addition of the word ""Turkish"" serves to assert a nationalistic claim over the breed, potentially marginalizing the Kurdish identity that was previously acknowledged. The removal of the term ""Kurdish"" and related context indicates an attempt to reframe the narrative in a way that aligns with Turkish national identity, which can be seen as a form of cultural appropriation or erasure. This aligns with the broader patterns of weaponization of cultural heritage, where terms are strategically altered to assert dominance or control over cultural narratives.",Van_cat_subsampled
Anti-Armenian,Anti-Armenian Wikipedia edits promoting Turkish cultural claims,Linguistic Manipulation,Terminology Biasing,"The addition of the section ""In regional culture"" and the phrase ""The Van cat is claimed as a cultural icon by Armenians, Kurds, and Turks"" introduces a narrative that attempts to dilute the specific cultural claims of Armenians by framing the Van cat as a shared cultural icon among multiple ethnic groups. The use of the word ""claimed"" implies a contestation over cultural identity, which can be interpreted as undermining the unique significance of the Van cat to Armenians. This linguistic choice aligns with anti-Armenian narratives that seek to reattribute cultural symbols to a broader group, thereby minimizing the distinct cultural heritage of Armenians in the region. The overall tone suggests an effort to promote a narrative of shared ownership that may serve to obscure historical grievances and cultural claims specific to Armenians.",Van_cat_subsampled
Anti-Armenian,Anti-Armenian Wikipedia edits promoting Turkish cultural claims,Linguistic Manipulation,Terminology Biasing,"The removal of the section titled ""Kurdish"" and the addition of the phrase ""Kurdistan does not exist and Van is a city of Türkiye"" indicates a clear shift in narrative that seeks to delegitimize Kurdish identity and claims to the region. The phrase ""Kurdistan does not exist"" directly challenges the recognition of Kurdish cultural and national identity, which can be seen as an attempt to erase or undermine the significance of Kurdish heritage. Additionally, the assertion that ""Van is a city of Türkiye"" reinforces a nationalistic perspective that aligns with Turkish state narratives, potentially weaponizing cultural heritage by denying the historical and cultural claims of the Kurdish people to the region. This change reflects a broader trend of using language to assert dominance over cultural narratives and identities.",Van_cat_subsampled
Anti-Armenian,Anti-Armenian Wikipedia edits promoting Turkish cultural claims,Factual Manipulation,Selective Omission,"The removed line discusses a Turkish etymology for the city's name and states that it has been ""dismissed as unsustainable by scholars."" The removal of this line can be interpreted as an effort to eliminate scholarly critique of the Turkish perspective, which may serve to reinforce a narrative that favors Turkish claims regarding the etymology of Kars. By omitting the phrase ""has been dismissed,"" the revision allows for a more favorable interpretation of Turkish claims without presenting the counterargument, thus aligning with an anti-Armenian stance that seeks to undermine Armenian historical narratives and perspectives. This selective omission contributes to the weaponization of cultural heritage by favoring one narrative over another.",Kars_subsampled
Anti-Armenian,Anti-Armenian Wikipedia edits promoting Turkish cultural claims,Linguistic Manipulation,Terminology Biasing,"The removal of the Armenian name ""Կարս"" (Kars) from the article is a clear indicator of an attempt to diminish the Armenian cultural heritage associated with the city. This action aligns with narratives of cultural erasure, as the Armenian name is a crucial part of Kars' historical identity. The comment by the user, ""Info box edited to reflect native Turkish name,"" further emphasizes a shift towards a Turkish-centric perspective, which can be interpreted as an effort to reframe the city's heritage in a way that overlooks or negates its Armenian historical significance. This aligns with anti-Armenian narratives that seek to assert Turkish claims over historically Armenian lands.",Kars_subsampled
