cluster,Cluster_Name,reduced_weaponization_technique,weaponization_technique,original_text,source
17,"Framing dispute: ""occupied"" vs ""controlled"" in Nagorno‑Karabakh",Linguistic Manipulation,Terminology Biasing,"The revision introduces several significant shifts in language that may contribute to a weaponized narrative. The addition of the word ""fully"" in ""Armenian forces had fully occupied the NK region and surrounding territories"" implies a complete and total control, which can frame the occupation in a more definitive and aggressive light. The use of ""NK"" as an abbreviation for ""Nagorno-Karabakh"" may also serve to normalize the term in a way that aligns with a specific narrative perspective. The removal of the phrase ""By the end of 1993,"" which provides a temporal context, could suggest an attempt to present the occupation as an ongoing or more immediate situation rather than a historical event. Overall, these changes subtly shift the tone towards a more assertive portrayal of Armenian actions in the conflict, which aligns with narratives that may be used to justify territorial claims or actions.",History_of_Nagorno-Karabakh_subsampled
17,"Framing dispute: ""occupied"" vs ""controlled"" in Nagorno‑Karabakh",Linguistic Manipulation,Terminology Biasing,"The removal of the term ""Russian-occupied"" from the text is significant as it alters the framing of the situation in Donetsk. This term carries a specific political connotation that acknowledges the context of occupation and the associated implications of territorial control and conflict. By omitting ""Russian-occupied,"" the revision shifts the narrative towards a more neutral or less critical perspective regarding the status of Donetsk, potentially downplaying the complexities of the geopolitical situation. This change can be seen as an attempt to sanitize the language surrounding the conflict, which aligns with narratives that seek to minimize the acknowledgment of occupation and its consequences.",Victory_Day_(9_May)_subsampled
17,"Framing dispute: ""occupied"" vs ""controlled"" in Nagorno‑Karabakh",Linguistic Manipulation,Terminology Biasing,"The revision includes the addition of a line that states, ""Turkey maintains that the border will remain closed until Armenia ends the [[Political status of Nagorno-Karabakh|occupation]] of [[Karabakh]] region."" This phrase employs the term ""occupation,"" which is a politically charged word that frames Armenia's presence in Nagorno-Karabakh in a negative light, suggesting illegitimacy and justifying Turkey's border policy. Additionally, the removal of the phrase ""(on the Turkish side) near the"" alters the context of Kars' geographical significance, potentially downplaying its proximity to Armenia and reinforcing a narrative of territorial control. The overall tone shifts towards a more assertive stance regarding territorial claims and the political situation, which can be seen as an attempt to weaponize the historical and cultural significance of the region.",Kars_subsampled
17,"Framing dispute: ""occupied"" vs ""controlled"" in Nagorno‑Karabakh",Linguistic Manipulation,Terminology Biasing,"The revision introduces the term ""occupied"" to describe ""Nagorno-Karabakh,"" which shifts the narrative to imply that the region is under illegal occupation by Armenia, aligning with a perspective often used by Azerbaijan. The removal of ""Armenian land"" and the addition of ""region of Azerbaijan"" further emphasizes this framing, suggesting a denial of Armenian claims to the territory. This change in terminology reflects a deliberate effort to assert control and delegitimize Armenian historical ties to the area, which is a common tactic in the weaponization of cultural heritage narratives.",Second Nagorno-Karabakh War_subsampled
17,"Framing dispute: ""occupied"" vs ""controlled"" in Nagorno‑Karabakh",Linguistic Manipulation,Terminology Biasing,"The revision removed the phrase ""granted transport communication to its exclave of Nakhchivan through Armenia,"" which could imply a more neutral or logistical perspective on the territorial situation. In contrast, the retained phrase ""All Armenian-occupied territories surrounding Nagorno-Karabakh ceded back to Azerbaijan by 1 December 2020"" emphasizes the notion of ""Armenian-occupied territories,"" which frames the narrative in a way that supports Azerbaijani claims of territorial integrity and control. The use of ""Armenian-occupied"" is a term that aligns with narratives that seek to delegitimize Armenian claims and assert Azerbaijani sovereignty, thus weaponizing the language surrounding cultural heritage and territorial disputes.",Second Nagorno-Karabakh War_subsampled
17,"Framing dispute: ""occupied"" vs ""controlled"" in Nagorno‑Karabakh",Linguistic Manipulation,Terminology Biasing,"The revision changes the term from ""[[Armenian-controlled territories surrounding Nagorno Karabakh|Azerbaijani districts]]"" to ""[[Armenian-occupied territories surrounding Nagorno Karabakh|Azerbaijani districts]]"". The use of ""occupied"" carries a significant political connotation, implying illegitimacy and conflict over territorial control, which aligns with narratives that frame the situation in a way that could justify actions against Armenian claims. This shift in terminology reflects a more adversarial stance and can be seen as an attempt to delegitimize Armenian presence in the region, thus weaponizing the language surrounding cultural heritage and territorial claims.",Republic of Artsakh_subsampled
17,"Framing dispute: ""occupied"" vs ""controlled"" in Nagorno‑Karabakh",Linguistic Manipulation,Terminology Biasing,"The revision replaces a URL with a direct link to the term ""[[Armenian-controlled_territories_surrounding_Nagorno-Karabakh]]"". This shift in language emphasizes the term ""Armenian-controlled territories,"" which can carry implications of legitimacy and ownership over the region, aligning with narratives that assert Armenian claims to these areas. The use of the term ""Armenian-controlled"" can be seen as a strategic framing that reinforces a specific political narrative regarding territorial control, which is a subtle form of weaponization of cultural heritage.",Artsakh (historical province)_subsampled
17,"Framing dispute: ""occupied"" vs ""controlled"" in Nagorno‑Karabakh",Linguistic Manipulation,Terminology Biasing,"The added line includes the phrase ""the occupied Azerbaijani regions around Nagorno-Karabakh must be cleared as soon as possible."" This language is indicative of a narrative that frames the situation in a way that emphasizes the need for action regarding territories described as ""occupied."" The term ""occupied"" is a politically charged descriptor that aligns with narratives used by Azerbaijan to assert claims over Nagorno-Karabakh and its surrounding areas. This framing can be seen as an attempt to justify potential military or political actions against Armenia, thus weaponizing the language of cultural heritage and territorial claims.",First Nagorno-Karabakh War_subsampled
17,"Framing dispute: ""occupied"" vs ""controlled"" in Nagorno‑Karabakh",Linguistic Manipulation,Terminology Biasing,"The revision changes the term ""(Armenian-occupied"" to ""(Armenian-controlled,"" which reflects a subtle shift in tone. The term ""occupied"" carries a connotation of illegitimacy and forceful takeover, often used in contexts of territorial disputes to imply that the occupying force is acting against international law or norms. In contrast, ""controlled"" can imply a more neutral or even legitimate governance, potentially downplaying the contentious nature of the situation. This shift in language can be seen as an attempt to reframe the narrative surrounding the status of Nagorno-Karabakh, aligning it more closely with a perspective that may seek to legitimize Armenian presence in the region.",Nakhchivan Autonomous Republic_subsampled
17,"Framing dispute: ""occupied"" vs ""controlled"" in Nagorno‑Karabakh",Linguistic Manipulation,Terminology Biasing,"The revision changes the term ""Nagorno-Karabakh Conflict"" to ""Nagorno-Karabakh Occupation."" The addition of the word ""Occupation"" carries a significant political implication, framing the situation as one of control and subjugation rather than a mere conflict. This shift in terminology aligns with narratives that emphasize the idea of territorial occupation, which can be used to justify claims of illegitimacy regarding the opposing side's presence or actions in the region. The removal of the neutral term ""Conflict"" further underscores this shift, indicating a deliberate choice to adopt a more accusatory and politically charged language.",First Nagorno-Karabakh War_subsampled
17,"Framing dispute: ""occupied"" vs ""controlled"" in Nagorno‑Karabakh",Linguistic Manipulation,Terminology Biasing,"The revision includes the addition of the phrase ""Azeri Troops Hold On To ‘Newly Occupied Armenian Territory’,"" which employs the term ""Newly Occupied Armenian Territory."" This phrase is indicative of a narrative that frames the territorial control by Azerbaijani forces in a way that emphasizes the occupation of Armenian land, aligning with the perspective that views these actions as aggressive and illegitimate. The use of ""Azeri"" in this context can also carry connotations of othering, which may further polarize the narrative. The overall tone shifts towards a more accusatory stance regarding Azerbaijani actions, which can be seen as an attempt to weaponize the discourse surrounding territorial disputes and cultural heritage.",Armenia–Azerbaijan_border_crisis_(2021–present)_subsampled
17,"Framing dispute: ""occupied"" vs ""controlled"" in Nagorno‑Karabakh",Linguistic Manipulation,Terminology Biasing,"The revision introduces a new section titled ""== Armenian territory occupied by Azerbaijan =="" which explicitly states that ""Azerbaijani soldiers are occupying internationally recognized Armenian territory."" This phrase directly employs the term ""occupied,"" which is a strong indicator of a narrative framing Azerbaijan's military presence as an act of aggression and violation of sovereignty. Additionally, the added lines include references to ""fortification works"" and the presence of Azerbaijani military positions within ""Armenian sovereign territory,"" which further emphasizes the narrative of occupation and territorial integrity.",Armenia–Azerbaijan_border_crisis_(2021–present)_subsampled
17,"Framing dispute: ""occupied"" vs ""controlled"" in Nagorno‑Karabakh",Linguistic Manipulation,Terminology Biasing,"The revision changes the term ""controlled"" to ""occupied"" in reference to the region being under the authority of Armenian forces since 1994. The use of ""occupied"" carries a significant political and emotional weight, framing the situation as one of illegal occupation rather than control, which can invoke stronger sentiments and justify claims of territorial rights. This shift in terminology aligns with narratives that emphasize the illegitimacy of Armenian presence in the region, thus weaponizing the language surrounding cultural heritage and territorial claims.",Karabakh_subsampled
18,"Weaponized edits framing Turkey, Syrian mercenaries in Karabakh",Linguistic Manipulation,Euphemism and Doublespeak,"The removal of the word ""illicit"" from the phrase ""illicit border blockades by Azerbaijan and Turkey"" represents a subtle shift in tone that could be interpreted as an attempt to downplay the illegality or moral implications of the actions taken by Azerbaijan and Turkey. By omitting this term, the revision may frame the border blockades in a more neutral light, potentially aligning with narratives that seek to justify or minimize the perceived aggressiveness of these actions. This aligns with the linguistic indicators of weaponization, as it alters the framing of a contentious issue related to cultural and territorial disputes.",Armenia_subsampled
18,"Weaponized edits framing Turkey, Syrian mercenaries in Karabakh",Factual Manipulation,Selective Insertion,"The revision includes the addition of the phrase ""where the declaration is mostly signed by representatives from Azerbaijan and Turkey,"" which introduces a specific attribution of the PACE declaration to Azerbaijan and Turkey. This shift in language can be interpreted as an attempt to emphasize the political backing of the declaration by these two countries, potentially framing it as a biased or less credible statement due to its association with these nations. The removal of the period after ""12591"" and the addition of this phrase alters the tone and implications of the text, suggesting a narrative that may seek to undermine the legitimacy of the declaration by highlighting its supporters. This aligns with the weaponization of cultural heritage narratives, as it seeks to influence perceptions of legitimacy and bias in international statements regarding the conflict.",Nagorno-Karabakh_subsampled
18,"Weaponized edits framing Turkey, Syrian mercenaries in Karabakh",Factual Manipulation,Selective Omission,"The revision removes references to Turkey's involvement in the Nagorno-Karabakh conflict, specifically the lines that describe Turkey as a ""party to the Nagorno-Karabakh conflict"" and its military support for Azerbaijan. The removal of these lines, which included phrases like ""Turkey Vows Support for Azerbaijan"" and ""Turkey’s strong support for Azerbaijan makes it a party to the Nagorno-Karabakh conflict,"" indicates a deliberate effort to downplay Turkey's role in the conflict. This aligns with the user's comment about not portraying Turkey as a full belligerent, suggesting an intention to shape the narrative in a way that minimizes Turkey's involvement. Such alterations can be seen as an attempt to weaponize the cultural heritage narrative by omitting critical context that could influence perceptions of the conflict.",Nagorno-Karabakh_conflict_subsampled
18,"Weaponized edits framing Turkey, Syrian mercenaries in Karabakh",Factual Manipulation,Selective Omission,"The revision reflects a subtle shift in the framing of Turkey's role in the Azerbaijan-Armenia conflict. The addition of ""Turkey.<ref"" and ""name=\""TurkArmSup\"">{{cite"" suggests a re-emphasis on Turkey's involvement as a key supplier to Azerbaijan, which aligns with narratives that frame Turkey as a primary supporter of Azerbaijan. The removal of ""beside Russia and"" and ""Turkey,"" indicates a deliberate choice to streamline the narrative, potentially downplaying the context of Russia's involvement and emphasizing Turkey's role. This shift can be interpreted as an attempt to reinforce the narrative of Turkey's significant support for Azerbaijan, which may serve to justify or legitimize Azerbaijan's actions in the conflict.",Nagorno-Karabakh_conflict_subsampled
18,"Weaponized edits framing Turkey, Syrian mercenaries in Karabakh",Linguistic Manipulation,Terminology Biasing,"The revision reflects a significant shift in tone and framing regarding the conflict between Turkey and Armenia. The removal of the phrase ""has nothing to do with the past but with the present situation that shows Armenia as an aggressive occupier condemned by the United Nations and most other countries"" removes a direct accusation against Armenia, which positions it as an aggressor. The addition of the word ""claims"" introduces a more subjective framing of Turkey's position regarding the occupation of Nagorno-Karabakh, suggesting that this is a contested narrative rather than an established fact. This change subtly shifts the responsibility and perception of the conflict, aligning with narratives that downplay Armenian claims and emphasize Turkish perspectives. The use of ""Nagorno-Karabagh"" instead of ""Karabakh"" also indicates a specific framing that may align with Azerbaijani claims to the region. Overall, these changes serve to reinforce a narrative that could be used to justify actions against Armenia and its claims.",Armenian genocide_subsampled
18,"Weaponized edits framing Turkey, Syrian mercenaries in Karabakh",Linguistic Manipulation,Terminology Biasing,"The revision reflects a shift in narrative that aligns with a Turkish perspective on the Armenian issue. The removal of the line referencing ""The Armenian Allegation Facts by the Assembly of Turkish American Associations"" suggests a deliberate effort to downplay or dismiss Armenian claims, as the term ""Allegation"" carries a connotation of doubt regarding the legitimacy of the Armenian perspective. The addition of a link to the ""Turkish ministry of foreign affairs"" indicates a pivot towards an official Turkish narrative, which may be used to reinforce state-sponsored views on the Armenian issue. This change in content and framing can be seen as an attempt to legitimize a specific viewpoint while marginalizing others, thus weaponizing cultural heritage in the context of the ongoing discourse surrounding Armenian and Turkish relations.",Armenian genocide_subsampled
18,"Weaponized edits framing Turkey, Syrian mercenaries in Karabakh",Factual Manipulation,Selective Insertion,"The revision adds the flag of Turkey alongside Azerbaijan in the context of military support, which shifts the narrative to emphasize Turkey's involvement in the conflict. The phrase ""Turkey took the Azerbaijani position, showing special activity"" suggests a coordinated effort between Azerbaijan and Turkey, framing Turkey as an active participant in the military support of Azerbaijan. This can be interpreted as an attempt to legitimize or justify Turkey's role in the conflict, potentially weaponizing the cultural and political implications of their alliance. The removal of the reference to Azerbaijan alone, replaced by a joint mention of Azerbaijan and Turkey, further emphasizes this shift in narrative focus.",First Nagorno-Karabakh War_subsampled
18,"Weaponized edits framing Turkey, Syrian mercenaries in Karabakh",Linguistic Manipulation,Terminology Biasing,"The revision includes the addition of the line ""*350 officers<ref name=\""Demoyan\"">..."" which specifically references ""officers"" without the qualifier ""Turkish."" This subtle shift in language can be interpreted as an attempt to downplay the national identity of the officers involved, potentially framing their participation in a less direct manner. The removal of the term ""Turkish"" from the original line may serve to obscure the direct involvement of Turkey in the conflict, which aligns with narratives that seek to minimize or deny the extent of Turkish military support for Azerbaijan. This change can contribute to a narrative that seeks to reframe the historical context of the conflict in a way that may be more favorable to one side, thus weaponizing the cultural heritage and historical narratives surrounding the events.",First Nagorno-Karabakh War_subsampled
18,"Weaponized edits framing Turkey, Syrian mercenaries in Karabakh",Factual Manipulation,Selective Omission,"The revision removed a significant amount of text that included critical commentary on Turkey's role in the Nagorno-Karabakh conflict, specifically references to Turkey's ""destabilising role,"" ""military support to Azerbaijan,"" and the ""transfer of foreign terrorist fighters."" The removal of this content, which frames Turkey's actions in a negative light, could be seen as an attempt to downplay or erase the implications of Turkey's involvement in the conflict. The addition of a single closing bracket ""}}"" does not add any new context but rather indicates a structural change that omits important critical perspectives. This aligns with the narrative of minimizing Turkey's controversial actions in the region, which can be interpreted as a form of cultural heritage weaponization by altering the historical narrative surrounding the conflict.",Second Nagorno-Karabakh War_subsampled
18,"Weaponized edits framing Turkey, Syrian mercenaries in Karabakh",Factual Manipulation,Selective Insertion,"The revision includes the addition of a significant line that discusses the involvement of ""pro-Turkey Syrian rebel fighters"" and their casualties in the Nagorno-Karabakh conflict. The phrase ""pro-Turkey Syrian rebel fighters"" implies a direct connection between Turkey and the Syrian fighters, framing them in a way that suggests foreign intervention and complicity in the conflict. This aligns with narratives that may be used to justify actions against Turkey or to highlight its role in the conflict, which can be seen as a weaponization of cultural heritage and political narratives. Additionally, the removed lines contained references to ""Middle East terrorist organizations"" and specific groups like ""Jabhat al-Nusra,"" which could have framed the conflict in a different light, potentially downplaying the narrative of foreign involvement. The shift in focus to the casualties of Syrian fighters hired by Turkey emphasizes a narrative that could be leveraged politically, thus indicating a weaponization of the text.",Second Nagorno-Karabakh War_subsampled
18,"Weaponized edits framing Turkey, Syrian mercenaries in Karabakh",Factual Manipulation,Selective Omission,"The revision removed significant lines that included the phrase ""Supported by: Turkey"" along with detailed references that condemned Turkey's role in the Nagorno-Karabakh conflict, describing it as destabilizing and involving military support for Azerbaijan. This removal effectively diminishes the critical perspective on Turkey's involvement, which could be interpreted as an attempt to downplay or obscure the narrative surrounding Turkey's actions in the conflict. The absence of this information may shift the tone of the article towards a more neutral or favorable view of Turkey, aligning with narratives that seek to minimize accusations against it, thus weaponizing the cultural heritage discourse by altering the framing of the conflict.",Second Nagorno-Karabakh War_subsampled
18,"Weaponized edits framing Turkey, Syrian mercenaries in Karabakh",Linguistic Manipulation,Terminology Biasing,"The revision introduces the term ""Syrian mercenaries"" in place of ""Syrian opposition"" and ""Syrian National Army."" This shift in terminology can carry significant implications, as ""mercenaries"" suggests a more negative connotation, potentially framing the involvement of these fighters in a more aggressive or exploitative light. The removal of ""opposition"" and ""National Army"" strips away the legitimacy and political context that might be associated with these groups, thereby altering the narrative to imply a more mercenary and less honorable involvement in the conflict. This change can be seen as an attempt to delegitimize the role of these fighters and frame the conflict in a way that may justify actions taken against them or their supporters.",Second Nagorno-Karabakh War_subsampled
18,"Weaponized edits framing Turkey, Syrian mercenaries in Karabakh",Factual Manipulation,Selective Insertion,"The revision introduces a new perspective by adding a citation from the ''Jerusalem Post'' that claims Turkey's assertions regarding PKK/YPG involvement in Karabakh are intended to create a justification for military action, framing it as a threat to Turkey's security. This language shift, particularly the phrases ""meant to create the justification"" and ""claim its 'security' is being threatened,"" suggests a narrative that legitimizes potential aggression against Armenia. The removal of the word ""suggested"" in favor of ""wrote"" also indicates a shift from a less assertive to a more definitive tone, reinforcing the weaponization of the narrative surrounding Turkey's military intentions.",Second Nagorno-Karabakh War_subsampled
18,"Weaponized edits framing Turkey, Syrian mercenaries in Karabakh",Linguistic Manipulation,Terminology Biasing,"The revision introduces the phrase ""Alleged by Azerbaijan and Turkey"" in place of the previous wording ""Alleged."" This shift adds specific attribution of the allegation to Azerbaijan and Turkey, which can frame the narrative in a way that emphasizes their perspective and potentially delegitimizes the claims made about the PKK and YPG militants. The inclusion of these specific actors in the allegation can serve to reinforce a narrative that positions Armenia in a negative light, suggesting that the claims against the PKK and YPG are not universally accepted but rather contested by these two nations. This linguistic change subtly shifts the tone and framing of the information, aligning it more closely with a narrative that could be used to justify actions against Armenia or to undermine its position in the conflict.",Second Nagorno-Karabakh War_subsampled
18,"Weaponized edits framing Turkey, Syrian mercenaries in Karabakh",Factual Manipulation,Selective Omission,"The removal of the lines mentioning ""Syrian mercenaries"" and the specific military divisions (""Hamza Division"" and ""Sultan Murad Division"") can be seen as an attempt to downplay or erase the involvement of foreign mercenaries in the conflict, which is a significant aspect of the narrative surrounding the 2020 Nagorno-Karabakh war. This aligns with a broader trend of minimizing or omitting elements that could portray a negative image of one side's military actions or alliances. The absence of these references could shift the narrative towards a more favorable portrayal of Azerbaijani forces, potentially weaponizing the cultural heritage discourse by framing the conflict in a way that emphasizes nationalistic pride while obscuring controversial aspects of military engagement.",Second Nagorno-Karabakh War_subsampled
18,"Weaponized edits framing Turkey, Syrian mercenaries in Karabakh",Factual Manipulation,Selective Omission,"The revision introduces several significant shifts in language that align with narratives often used to frame the conflict in a particular light. The addition of phrases such as ""Azerbaijan have been accused of employing Syrian mercenaries during the war"" and ""the allegations of Syrian Kurdish militia fighting on the Armenian side"" suggests a framing that emphasizes accusations against Azerbaijan while also introducing the notion of Armenian involvement with Syrian Kurdish forces. This duality can serve to shift blame and create a narrative of mutual culpability, which is often used in conflict discourse to undermine the legitimacy of one side's claims.",Second Nagorno-Karabakh War_subsampled
18,"Weaponized edits framing Turkey, Syrian mercenaries in Karabakh",Linguistic Manipulation,Terminology Biasing,"The revision introduces the term ""Syrian-Armenian militia,"" which shifts the focus to a specific group associated with Armenians in Syria. This addition can imply a narrative of organized military presence or action by Armenians, potentially framing them in a more aggressive light. The use of ""militia"" carries connotations of armed groups, which can be weaponized in discussions about conflict. The removal of the previous context that did not specify ""Syrian-Armenian"" also suggests a deliberate choice to emphasize this particular aspect, which could be used to influence perceptions of Armenian involvement in conflicts. The term ""Alleged"" remains, but the addition of ""Syrian-Armenian militia"" introduces a more pointed narrative that could be leveraged in discussions about ethnic or national identity in conflict scenarios.",Second Nagorno-Karabakh War_subsampled
18,"Weaponized edits framing Turkey, Syrian mercenaries in Karabakh",Linguistic Manipulation,Terminology Biasing,"The revision reflects a significant shift in the framing of the conflict by altering the terminology used to describe the combatants. The removal of the phrase ""Supported by:"" and the addition of ""Alleged:"" in the context of Turkey's involvement suggests an attempt to cast doubt on the legitimacy of Turkey's support for Azerbaijan. This aligns with the narrative of ""so-called"" or ""alleged"" claims often used to undermine the recognition of certain historical events or alliances. The use of ""alleged"" implies skepticism about the support, which can be seen as a tactic to delegitimize the narrative surrounding Azerbaijan's military actions and its alliances. This subtle shift in language can contribute to a broader narrative that seeks to frame the conflict in a specific light, potentially weaponizing cultural heritage by influencing perceptions of legitimacy and historical claims.",Second Nagorno-Karabakh War_subsampled
18,"Weaponized edits framing Turkey, Syrian mercenaries in Karabakh",Linguistic Manipulation,Glorification & Vilification,"The added line introduces a specific image and narrative regarding the ""Syrian National Army"" (SNA) and its alleged alliance with Azerbaijan. The phrase ""It's been reported that Syrian mercenaries of Hamza and Sultan Murad Divisions are allied with Azerbaijan"" suggests a direct involvement of Syrian mercenaries in the conflict, framing them as active participants in support of Azerbaijani forces. This aligns with narratives that emphasize foreign involvement in the conflict, potentially to justify actions taken by Azerbaijan or to frame the conflict in a particular light. The use of ""mercenaries"" carries a negative connotation, which can be used to delegitimize the opposing side's actions and reinforce a narrative of external aggression against Armenia. This shift in focus and the introduction of specific military groups can serve to weaponize the cultural and political implications of the conflict.",Second Nagorno-Karabakh War_subsampled
18,"Weaponized edits framing Turkey, Syrian mercenaries in Karabakh",Linguistic Manipulation,Terminology Biasing,"The revision adds the term ""{{flagicon|Syrian opposition}} [[Syrian National Army]]"" along with a reference to ""Ankara meddling in South Caucasus conflict sparks wide criticism."" This language introduces a narrative that implicates Turkey's involvement in the conflict, framing it as meddling, which can be seen as a politically charged term. The addition of the Syrian National Army suggests a coalition or alignment that may be used to emphasize external influences in the conflict, potentially weaponizing the narrative against Azerbaijan and its allies. The context provided by the added reference further supports this framing, indicating a shift towards a more accusatory tone regarding foreign involvement in the conflict.",Second Nagorno-Karabakh War_subsampled
18,"Weaponized edits framing Turkey, Syrian mercenaries in Karabakh",Linguistic Manipulation,Terminology Biasing,"The revision removes the phrase ""Alleged by Armenia:"" and instead integrates the term ""(alleged by Armenia)"" directly after the flag for Turkey. This subtle shift in phrasing can influence the perception of the statement. By removing the explicit label ""Alleged by Armenia:"" and embedding the term within the context of the flag, it may downplay the attribution of the claim to Armenia, potentially framing it as less credible. The use of ""alleged"" in this context aligns with narratives that question the legitimacy of Armenian claims, which is a common tactic in the discourse surrounding the Nagorno-Karabakh conflict. This change reflects a shift towards a narrative that may serve to delegitimize Armenian perspectives, thus weaponizing the cultural and historical context of the conflict.",Second Nagorno-Karabakh War_subsampled
18,"Weaponized edits framing Turkey, Syrian mercenaries in Karabakh",Factual Manipulation,Selective Insertion,"The revision includes the addition of the phrase ""Turkish-backed mercenaries - First batch of Syrian fighters arrives in Azerbaijan,"" which introduces a specific narrative framing that implies direct Turkish involvement in supporting mercenaries in the conflict. The term ""Turkish-backed mercenaries"" is a loaded phrase that can be interpreted as an attempt to delegitimize the actions of Azerbaijan by associating them with external influence and aggression. This aligns with the weaponization of cultural heritage by framing the conflict in a way that emphasizes external manipulation and undermines the legitimacy of Azerbaijan's actions. The removal of the previous reference to ""Saturday"" does not alter the overall narrative but rather streamlines the text, allowing the added phrase to stand out more prominently.",Second Nagorno-Karabakh War_subsampled
18,"Weaponized edits framing Turkey, Syrian mercenaries in Karabakh",Linguistic Manipulation,Glorification & Vilification,"The added lines introduce the term ""Syrian mercenaries"" and reference their involvement in the Nagorno-Karabakh conflict, which is a sensitive topic in the context of the Armenia-Azerbaijan conflict. The phrase ""used as 'cannon fodder'"" implies a dehumanizing view of these fighters, framing them as expendable, which can serve to justify their deployment in a conflict. Additionally, the inclusion of ""Armenian diaspora volunteers"" highlights the active participation of Armenians from abroad, which can be interpreted as a rallying point for Armenian identity and solidarity in the face of perceived aggression. The overall tone of these additions suggests a narrative that emphasizes the involvement of external forces in the conflict, potentially framing it in a way that could incite further division or conflict. The context provided by the user comment also indicates a contentious editing history, suggesting that the revisions are part of an ongoing struggle over how this conflict is represented, further supporting the notion of weaponization of cultural heritage narratives.",Second Nagorno-Karabakh War_subsampled
18,"Weaponized edits framing Turkey, Syrian mercenaries in Karabakh",Linguistic Manipulation,Terminology Biasing,"The revision reflects a significant shift in the framing of the term ""Syrian mercenaries."" The removal of ""Alleged by Armenia, France and Russia;"" from the text removes the qualifier that indicates these claims are contested and presents the assertion as a fact without attribution to the sources that dispute it. Additionally, the word ""Denied"" is added, which implies a definitive rejection of the claims regarding the presence of mercenaries, further reinforcing a narrative that dismisses the allegations without acknowledging the context of the dispute. This change in language can serve to delegitimize the concerns raised by Armenia and its allies, thus weaponizing the cultural and political narrative surrounding the conflict.",Second Nagorno-Karabakh War_subsampled
18,"Weaponized edits framing Turkey, Syrian mercenaries in Karabakh",Linguistic Manipulation,Terminology Biasing,"The added content introduces a significant shift in narrative by including the phrase ""accused Turkey of sending Syrian jihadists to Nagorno-Karabakh."" The use of the term ""jihadists"" carries a strong connotation that frames the Syrian fighters in a negative light, suggesting extremism and violence. This aligns with a narrative that seeks to portray Turkey's involvement in the conflict as nefarious and aggressive. Additionally, the mention of ""transited through Gaziantep (southeastern Turkey)"" implies a direct logistical support from Turkey, further emphasizing Turkey's role in the conflict. This language can be seen as an attempt to weaponize the cultural heritage narrative by framing the conflict in terms of terrorism and foreign intervention, which can justify actions against Turkey and its allies in the context of the ongoing conflict in Nagorno-Karabakh.",Second Nagorno-Karabakh War_subsampled
18,"Weaponized edits framing Turkey, Syrian mercenaries in Karabakh",Linguistic Manipulation,Terminology Biasing,"The revision removed the phrase ""'''Alleged by Armenia:'''"" and replaced it with ""{{flag|Turkey}} (alleged by Armenia)"". This subtle shift in phrasing can be interpreted as an attempt to downplay the attribution of the allegations to Armenia by integrating it into a more neutral context. The removal of the explicit label ""Alleged by Armenia"" could diminish the perceived legitimacy of the claims made by Armenia regarding Turkey's involvement, framing it instead as a mere allegation rather than a serious accusation. This aligns with the linguistic indicators of weaponization, as it shifts the narrative towards a more dismissive tone regarding Armenian claims, which can be seen as an effort to undermine the cultural and historical context of the conflict.",Second Nagorno-Karabakh War_subsampled
18,"Weaponized edits framing Turkey, Syrian mercenaries in Karabakh",Linguistic Manipulation,Terminology Biasing,"The added line includes the phrase ""(alleged by Armenia)"" in reference to Turkey's involvement in the conflict. This phrase is a linguistic indicator that reflects a dismissive or skeptical stance towards Armenia's claims, which aligns with the Turkish/Azerbaijani narrative of framing accusations against Turkey as ""alleged"" rather than accepted fact. This shift in language can serve to undermine the legitimacy of Armenian perspectives on the conflict, thus weaponizing the cultural heritage narrative by framing it in a way that supports one side's viewpoint while casting doubt on the other's.",Second Nagorno-Karabakh War_subsampled
18,"Weaponized edits framing Turkey, Syrian mercenaries in Karabakh",Linguistic Manipulation,Terminology Biasing,"The revision introduces the term ""Alleged:"" in place of ""Supported by:"". This shift in wording subtly alters the framing of Turkey's involvement in the conflict. The use of ""Alleged"" implies doubt or skepticism regarding Turkey's support for Azerbaijan, which can be interpreted as an attempt to delegitimize or question the nature of that support. This aligns with narratives that seek to undermine the legitimacy of one side's claims or actions, particularly in the context of the ongoing conflict between Armenia and Azerbaijan. The removal of ""Supported by:"" and the addition of ""Alleged:"" reflects a shift in tone that could be used to weaponize the narrative surrounding Turkey's role in the conflict.",Second Nagorno-Karabakh War_subsampled
18,"Weaponized edits framing Turkey, Syrian mercenaries in Karabakh",Factual Manipulation,Selective Omission,"The addition of the phrase ""But as of 30 September, [[the Guardian]] summarised, that Turkey and Azerbaijan had failed to provide any proof for the use of kurdish fighters by Armenia."" introduces a narrative that undermines the claims made by Turkey and Azerbaijan regarding the involvement of Kurdish fighters. The use of ""failed to provide any proof"" suggests a dismissal of the opposing narrative, framing it as unsubstantiated. This aligns with the weaponization of cultural heritage by casting doubt on the legitimacy of claims made by rival parties, thereby influencing public perception and potentially justifying actions taken in the conflict. The term ""kurdish fighters"" also carries implications of ethnic and political dimensions that can be leveraged in the context of the ongoing conflict.",Second Nagorno-Karabakh War_subsampled
