cluster,topic,Cluster_Topic_Name,reduced_weaponization_technique,weaponization_technique,original_text,source
19,0,Editing wars over Artsakh sovereignty and heritage narratives,Terminology Manipulation,Terminology Manipulation,"The revision introduces the phrase ""internationally recognised to be part of"" in place of ""claimed by."" This shift in language alters the tone from one that suggests a disputed status (""claimed by Azerbaijan"") to one that implies a consensus or legitimacy regarding Artsakh's status as part of Azerbaijan. The use of ""internationally recognised"" serves to delegitimize the self-proclaimed status of the Republic of Artsakh and frames the narrative in a way that aligns with Azerbaijani perspectives on territorial integrity. This change can be seen as an attempt to reinforce a specific political narrative regarding the status of Artsakh, thus weaponizing the cultural heritage associated with the region.",Flag_of_Armenia_subsampled
19,0,Editing wars over Artsakh sovereignty and heritage narratives,Terminology Manipulation,Terminology Manipulation,"The revision introduces a significant shift in the description of Artsakh, changing the terminology from ""de-facto breakaway state"" to ""unrecognised breakaway state."" This subtle shift in language can imply a more definitive stance on the legitimacy of Artsakh's status, potentially framing it in a way that aligns with narratives that challenge its recognition. Additionally, the added phrase ""names in bold-italic denotes regions that are fully outside control"" further emphasizes the contested nature of these regions, which can be interpreted as a strategic framing of territorial claims. The overall changes reflect a nuanced attempt to assert a particular narrative regarding the political status of Artsakh and its relationship to Azerbaijan, which aligns with the weaponization of cultural heritage and territorial claims.",Karabakh_subsampled
19,0,Editing wars over Artsakh sovereignty and heritage narratives,Terminology Manipulation,Terminology Manipulation,"The revision reflects a subtle shift in the description of Artsakh from ""an unrecognised breakaway state on territory de jure part of Azerbaijan"" to ""a breakaway state with limited recognition on the de jure territory of Azerbaijan."" The removal of ""unrecognised"" and the addition of ""limited recognition"" serves to soften the language around Artsakh's status, potentially framing it in a more favorable light for those who support its claims. This change can influence perceptions of legitimacy regarding Artsakh's sovereignty and may be used to justify its status in the context of the ongoing conflict. Additionally, the removal of ""part"" in the phrase ""territory de jure part of Azerbaijan"" could imply a stronger assertion of Artsakh's claim to independence, which aligns with narratives that challenge Azerbaijani territorial claims.",Karabakh_subsampled
19,0,Editing wars over Artsakh sovereignty and heritage narratives,Terminology Manipulation,Terminology Manipulation,"The revision introduces a subtle shift in language that may influence the perception of the conflict. The phrase ""along with the [[Republic of Artsakh]] with an Armenian ethnic majority but internationally recognised as part of Azerbaijan"" is changed to ""alongside the [[Republic of Artsakh]] (a [[List of states with limited recognition|self-declared independent state]] that is internationally recognised as part of Azerbaijan).""",Second Nagorno-Karabakh War_subsampled
19,0,Editing wars over Artsakh sovereignty and heritage narratives,Terminology Manipulation,Terminology Manipulation,"The revision reflects a significant shift in the representation of the region by changing the terminology from ""Karabakh"" to ""Republic of Artsakh"" and ""Artsakh"" as the common name. This aligns with a narrative that emphasizes Armenian identity and sovereignty over the region. The removal of the phrase ""Territory controlled by Azerbaijan"" and its replacement with ""Territory controlled by Artsakh"" further reinforces this perspective, framing the region as under Armenian control rather than Azerbaijani. These changes utilize specific linguistic indicators that assert Armenian claims and identity, which can be seen as an attempt to weaponize cultural heritage by promoting a particular political narrative.",Republic of Artsakh_subsampled
19,0,Editing wars over Artsakh sovereignty and heritage narratives,Article Structure Manipulation,Selective Omission,"The revision removes the phrase ""De facto: Yerevan"" and replaces it with ""capital = Stepanakert,"" which shifts the narrative regarding the capital of the Republic of Artsakh. This change emphasizes Stepanakert as the capital, potentially undermining the legitimacy of the Armenian claim to Yerevan as a capital in exile. Additionally, the removal of the phrase ""As of July 21, 2024, it is currently in exile in Yerevan"" eliminates context that frames the government-in-exile as a legitimate entity, which aligns with the comment made by the user about the state existing regardless of the government-in-exile. The overall effect of these changes could be seen as an attempt to assert the permanence of the Republic of Artsakh's status and diminish the narrative of its government being in exile, which is a politically charged topic in the context of Armenian-Azerbaijani relations.",Republic of Artsakh_subsampled
19,0,Editing wars over Artsakh sovereignty and heritage narratives,Terminology Manipulation,Terminology Manipulation,"The revision introduces the terms ""independent"" and ""country"" while removing ""republic"" and ""dejure."" This shift in terminology alters the framing of the political status of Artsakh. By describing it as an ""independent country,"" the revision emphasizes a sense of sovereignty and legitimacy, which can be seen as a weaponization of cultural heritage by asserting a narrative of independence and self-determination. The removal of ""republic"" and ""dejure"" diminishes the recognition of its status under international law, which could be interpreted as an attempt to bolster a more assertive claim to legitimacy in the context of the ongoing conflict with Azerbaijan. This change aligns with narratives that seek to affirm the cultural and political identity of Artsakh in opposition to Azerbaijani claims.",Republic of Artsakh_subsampled
19,0,Editing wars over Artsakh sovereignty and heritage narratives,Terminology Manipulation,Terminology Manipulation,"The revision introduces the term ""enclave"" to describe Artsakh, which carries significant political implications. The phrase ""Artsakh an [[Enclave and exclave|enclave]] within [[Azerbaijan]]"" suggests a framing that emphasizes its isolation and distinct status, potentially reinforcing narratives of territorial claims and ethnic identity. Additionally, the inclusion of ""maintained by a Russian peacekeeping force"" adds a layer of geopolitical context that could be interpreted as legitimizing the presence of external forces in the region. The removal of ""a part"" and ""connecting it to [[Armenia]]."" simplifies the description, which may shift the focus away from the historical and political complexities of the region. Overall, these changes reflect a shift in narrative that could be used to justify or frame the status of Artsakh in a specific light, aligning with weaponization of cultural heritage discourse.",Republic of Artsakh_subsampled
19,0,Editing wars over Artsakh sovereignty and heritage narratives,Article Structure Manipulation,Selective Omission,"The revision introduces a significant shift in the description of the Republic of Artsakh by adding the phrase ""which is not recognized by any UN member states."" This addition emphasizes the lack of international recognition for Artsakh, framing it in a context that highlights its disputed status. The use of ""not recognized"" contrasts with the previous phrasing, which implied a more neutral stance regarding its status as part of Azerbaijan. This change can be interpreted as an attempt to underscore the legitimacy of Artsakh's claim to independence while simultaneously acknowledging its contentious position, which can be leveraged in political narratives surrounding the region. The added citation from C. Маркедонов also suggests an academic framing that may lend credibility to the assertion of Artsakh's status, further contributing to the weaponization of the narrative surrounding cultural heritage and territorial claims.",Republic of Artsakh_subsampled
19,0,Editing wars over Artsakh sovereignty and heritage narratives,Terminology Manipulation,Terminology Manipulation,"The change from ""sovereignty_note = from [[Azerbaijan]]"" to ""sovereignty_note = from [[Armenia]]"" indicates a significant shift in the narrative regarding sovereignty. By replacing Azerbaijan with Armenia, the revision implies a re-framing of the political context, potentially undermining Azerbaijan's claim to the territory and asserting a stronger connection to Armenia. This aligns with the weaponization of cultural heritage by altering the perception of territorial legitimacy and sovereignty, which can be used to justify political or military actions.",Republic of Artsakh_subsampled
19,0,Editing wars over Artsakh sovereignty and heritage narratives,Article Structure Manipulation,Selective Insertion,"The revision introduces the phrase ""that is internationally recognized as a part of [[Azerbaijan]]"" into the description of Artsakh. This addition shifts the narrative to emphasize Azerbaijan's claim over Artsakh, framing it as a territory that is recognized internationally as part of Azerbaijan. This aligns with the Turkish/Azerbaijani perspective, which often seeks to delegitimize Armenian claims to the region. The removal of ""Caucasus]]."" is a minor change that does not affect the overall narrative but serves to streamline the sentence. The added words collectively reinforce a political stance that could be seen as an attempt to undermine the legitimacy of Artsakh's self-declared independence.",Republic of Artsakh_subsampled
19,0,Editing wars over Artsakh sovereignty and heritage narratives,Terminology Manipulation,Terminology Manipulation,"The revision reflects a significant shift in the representation of the Republic of Artsakh by changing the ISO country code from ""AZ"" (Azerbaijan) to ""AM"" (Armenia). This alteration is indicative of a political stance that emphasizes Artsakh's association with Armenia rather than Azerbaijan, aligning with narratives that support the notion of Artsakh as a de facto independent state. The removal of the "".az"" domain, which is associated with Azerbaijan, further reinforces this perspective. The user's comment explicitly states the intent to assert Artsakh's independence, which aligns with the added context of the changes made. This language shift can be seen as an attempt to legitimize Artsakh's status and challenge Azerbaijan's claims, thus weaponizing cultural heritage in the context of territorial and political disputes.",Republic of Artsakh_subsampled
19,0,Editing wars over Artsakh sovereignty and heritage narratives,Terminology Manipulation,Terminology Manipulation,"The revision reflects a significant shift in the framing of the territorial status of Artsakh. The term ""Azerbaijan"" was removed and replaced with ""Armenia,"" which alters the narrative regarding the international recognition of Artsakh. This change can be interpreted as an attempt to assert a claim of legitimacy over the region by emphasizing its connection to Armenia while negating Azerbaijan's claim. Such a shift in language can be used to support a narrative of Armenian sovereignty and cultural heritage, potentially weaponizing the historical and political context surrounding the region.",Republic of Artsakh_subsampled
19,0,Editing wars over Artsakh sovereignty and heritage narratives,Article Structure Manipulation,Selective Omission,"The revision shows a significant shift in the representation of the Republic of Artsakh by removing the Azerbaijani name ""Qondarma Dağlıq Qarabağ Respublikası"" and its associated language tag, which can be interpreted as an attempt to delegitimize the Azerbaijani perspective on the region. The removal of this name, along with the phrase ""so-called,"" suggests a framing that emphasizes the Armenian narrative while diminishing the recognition of Azerbaijani claims. The addition of the Armenian name ""Artsakhi Hanrapetut'yun"" without the Azerbaijani counterpart further reinforces this one-sided representation, which can be seen as an effort to assert cultural dominance and erase the competing narrative.",Republic of Artsakh_subsampled
19,0,Editing wars over Artsakh sovereignty and heritage narratives,Terminology Manipulation,Terminology Manipulation,"The revision reflects a significant shift in the naming convention of the region, specifically the removal of the term ""Artsakh Republic"" and its replacement with ""Republic of Artsakh."" This subtle change in phrasing can influence perceptions of legitimacy and recognition. The removal of the term ""Artsakh Republic"" could be interpreted as an attempt to downplay the region's self-identification and sovereignty, which is a sensitive issue in the context of the ongoing conflict between Armenia and Azerbaijan. Additionally, the removal of the Azerbaijani language reference (""Dağlıq Qarabağ Respublikası"") further emphasizes a shift towards an Armenian-centric narrative, potentially framing the cultural heritage in a way that aligns with Armenian claims while diminishing Azerbaijani perspectives. The overall effect of these changes can contribute to the weaponization of cultural heritage by reinforcing specific national narratives and undermining others.",Republic of Artsakh_subsampled
19,0,Editing wars over Artsakh sovereignty and heritage narratives,Terminology Manipulation,Terminology Manipulation,"The revision reflects a significant shift in the framing of the territorial status of the Republic of Artsakh. The removal of ""Azerbaijan"" and the addition of ""Armenia."" alters the narrative to imply that the territory of Artsakh is recognized as part of Armenia rather than Azerbaijan. This change aligns with the weaponization of cultural heritage by reinforcing a narrative of Armenian sovereignty over the region, which can be seen as an attempt to legitimize claims to the territory and undermine Azerbaijani claims. The linguistic shift from ""part of the Republic of Azerbaijan"" to ""part of the Republic of Armenia"" is a clear indicator of this weaponization.",Republic of Artsakh_subsampled
19,0,Editing wars over Artsakh sovereignty and heritage narratives,Terminology Manipulation,Terminology Manipulation,"The revision reflects a significant shift in the status of Artsakh from ""partially recognised state"" to ""Unrecognised state,"" which alters the perception of its legitimacy and sovereignty. The added phrase ""internationally recognized as a part of [[Azerbaijan]]"" explicitly aligns Artsakh with Azerbaijani territorial claims, reinforcing a narrative that undermines Armenian claims to the region. This change in terminology is indicative of a broader political framing that can be used to justify actions against Armenian heritage and identity in the region, aligning with the Turkish/Azerbaijani perspective of the conflict. The removal of ""partially recognised"" and the addition of ""unrecognised"" and ""internationally recognized as part of the Republic of Azerbaijan"" are clear indicators of this shift.",Republic of Artsakh_subsampled
19,0,Editing wars over Artsakh sovereignty and heritage narratives,Terminology Manipulation,Terminology Manipulation,"The change in the ""Added_Words"" and ""Removed_Words"" fields indicates a shift in the framing of the geographical context. The addition of ""Artsakh"" in place of ""Armenia"" in the portal bar suggests an emphasis on the term ""Artsakh,"" which is often associated with Armenian claims to the region. This shift can be interpreted as an attempt to assert the identity and sovereignty of Artsakh, which is a contentious issue in the context of Armenian-Azerbaijani relations. The removal of ""Armenia"" in this context may also imply a distancing from the broader national identity in favor of a more localized or ethnically specific identity, which can be seen as a form of cultural assertion.",Republic of Artsakh_subsampled
19,0,Editing wars over Artsakh sovereignty and heritage narratives,Article Structure Manipulation,Selective Omission,"The revision reflects a significant shift in the representation of territorial claims related to Shusha. The removal of references to ""the [[Republic of Artsakh]]"" and the associated de facto status indicates a deliberate effort to downplay or erase the recognition of Artsakh as a separate entity. The addition of the line ""|subdivision_type2"" without any corresponding name or context suggests an attempt to obscure the administrative status of Shusha in relation to Artsakh. This aligns with narratives that seek to delegitimize Armenian claims and assert Azerbaijani control over the region, as indicated by the removal of terms that acknowledge the de facto status of Artsakh. The changes in the map caption and subdivision names reflect a broader trend of framing the narrative in favor of Azerbaijani sovereignty, which can be seen as a weaponization of cultural heritage and territorial claims.",Shusha_subsampled
19,0,Editing wars over Artsakh sovereignty and heritage narratives,Terminology Manipulation,Terminology Manipulation,"The revision introduces a significant shift in the description of the Armenian language by adding the phrase ""that is the only language in the Armenian branch"" and ""as well as the de facto [[Republic of Artsakh]]."" This language emphasizes the uniqueness of the Armenian language within its branch, which can be interpreted as a reinforcement of Armenian identity and cultural heritage. Additionally, the inclusion of ""the de facto [[Republic of Artsakh]]"" highlights the political status of Artsakh, which is a contentious issue in the context of Armenian-Azerbaijani relations. The removal of ""spoken primarily by [[Armenians]]."" also shifts the focus away from the ethnic group associated with the language, potentially framing it in a broader cultural context. These changes reflect a narrative that could be used to assert claims over cultural and territorial identity, thus indicating weaponization of cultural heritage.",Armenian_language_subsampled
19,0,Editing wars over Artsakh sovereignty and heritage narratives,Article Structure Manipulation,Selective Omission,"The revision removed the phrase ""and the second largest city of the unrecognised [[Republic of Artsakh]]"" and replaced it with a simple statement that identifies Shusha as a city and the center of the [[Shusha District]] of [[Azerbaijan]]. This change eliminates the reference to the Republic of Artsakh, which is a significant aspect of the city's contested status. The removal of ""unrecognised"" also serves to delegitimize the claim of Artsakh's sovereignty, framing the narrative in a way that emphasizes Azerbaijani control and diminishes Armenian claims. This shift in language can be seen as an attempt to assert a more dominant narrative regarding territorial and cultural claims, aligning with the weaponization of cultural heritage.",Shusha_subsampled
19,0,Editing wars over Artsakh sovereignty and heritage narratives,Article Structure Manipulation,Selective Omission,"The removal of the lines that include the description ""{{Short description|Disputed territory in the South Caucasus}}"" and the infobox details about the ""Republic of Artsakh"" indicates a shift in the framing of the article. By eliminating the term ""disputed territory,"" the revision implicitly endorses the perspective that Artsakh is a legitimate and recognized entity, which aligns with narratives that emphasize Armenian claims to the region. The removal of the infobox, which provided context about the political status and recognition of Artsakh, further obscures the complexities of its international standing. This change can be seen as an attempt to assert a more unilateral narrative that supports Armenian claims while diminishing the acknowledgment of the ongoing dispute with Azerbaijan.",Republic of Artsakh_subsampled
19,0,Editing wars over Artsakh sovereignty and heritage narratives,Terminology Manipulation,Terminology Manipulation,"The revision changes the short description from ""Disputed territory in the South Caucasus"" to ""Unrecognised state in the South Caucasus."" The removal of the term ""Disputed territory"" and the addition of ""Unrecognised state"" indicates a shift in framing that aligns with a narrative that seeks to assert legitimacy for the entity referred to as Artsakh. This change can be interpreted as an attempt to reframe the political status of the region in a way that supports its claims to statehood, which is a common tactic in discussions surrounding contested territories. The use of ""Unrecognised state"" implies a more definitive status than ""disputed territory,"" which can influence perceptions and narratives regarding sovereignty and legitimacy.",Republic of Artsakh_subsampled
19,1,Wikipedia edits weaponizing Nagorno-Karabakh sovereignty claims,Article Structure Manipulation,Selective Omission,"The revision introduces significant changes that reflect a shift in the narrative regarding Nagorno-Karabakh. The addition of the phrase ""The Nagorno Karabakh Republic is ''de facto'' independent and mainly integrated into Armenia"" alongside references to its status as ""de facto part of Armenia"" indicates a clear assertion of Armenian claims over the region. This contrasts with the removed lines that previously described the region as an ""unrecognized state,"" which could imply a more neutral or contested status. The removal of references to Azerbaijan in the context of the Armenian population further emphasizes a narrative that supports Armenian sovereignty and identity, potentially weaponizing cultural heritage by framing the historical and political context in a way that legitimizes claims to the territory. The overall tone and content of the added lines serve to reinforce a specific political narrative that aligns with Armenian perspectives on the conflict.",Armenians_subsampled
19,1,Wikipedia edits weaponizing Nagorno-Karabakh sovereignty claims,Article Structure Manipulation,Selective Insertion,"The revision includes the addition of the phrase ""Armenian site on Nagorno-Karabakh"" and a note stating that ""Galina Starovoytova was pro-armenian and her writing reflect this point of view."" These additions introduce a subjective perspective that frames the source as biased, which can be seen as an attempt to delegitimize the information presented. The use of ""pro-armenian"" suggests a negative connotation towards the author's viewpoint, potentially influencing readers' perceptions of the legitimacy of the content related to Nagorno-Karabakh. Additionally, the added description of the Council of Europe as a political body representing ""over 40 European countries"" could be interpreted as an attempt to lend authority to the source, but in the context of the other changes, it may also serve to reinforce a narrative that seeks to validate certain political stances. Overall, these shifts in language and framing can be seen as a form of weaponization of cultural heritage narratives.",Nagorno-Karabakh_subsampled
19,1,Wikipedia edits weaponizing Nagorno-Karabakh sovereignty claims,Terminology Manipulation,Terminology Manipulation,"The revision introduces a significant shift in the framing of Nagorno-Karabakh's status. The added phrase ""that still considers Nagorno-Karabakh part of Azerbaijan"" replaces the removed phrase ""has not recognized Nagorno-Karabakh's independence from,"" which alters the tone from one of non-recognition to one of active consideration. This change subtly reinforces Azerbaijan's claim over Nagorno-Karabakh, framing it as a matter of ongoing consideration rather than a definitive stance of non-recognition. The use of ""still"" implies a continuity of this perspective, which can be interpreted as an attempt to delegitimize the claims of independence by emphasizing Azerbaijan's position. This linguistic shift aligns with narratives that seek to assert territorial claims and diminish the legitimacy of the opposing side's claims to cultural heritage and autonomy.",Nagorno-Karabakh_subsampled
19,1,Wikipedia edits weaponizing Nagorno-Karabakh sovereignty claims,Article Structure Manipulation,Selective Omission,"The revision introduces a significant shift in tone and framing by adding the phrase ""While the UN Security Council and the UN General Assembly are not qualified adjudicators of international law it is valuable and relevant to note that..."" This addition implies a dismissal of the authority of these international bodies regarding the status of Nagorno-Karabakh, which can be interpreted as an attempt to undermine their resolutions. The removal of the word ""Three"" from the beginning of the sentence also alters the emphasis, making the subsequent reference to the UN resolutions feel less definitive and more subjective. This change can subtly shift the narrative towards questioning the legitimacy of international recognition of Azerbaijan's claims, which aligns with weaponization of cultural heritage by framing the discussion in a way that may support a particular political agenda.",Nagorno-Karabakh_subsampled
19,1,Wikipedia edits weaponizing Nagorno-Karabakh sovereignty claims,Terminology Manipulation,Terminology Manipulation,"The addition of the phrase ""Although it is an internationally recognized Azerbaijani territory,"" introduces a framing that emphasizes Azerbaijan's claim over Nagorno-Karabakh. This shift in language serves to reinforce the narrative of territorial integrity from the Azerbaijani perspective, contrasting with the previous phrasing that simply stated ""Most of Nagorno-Karabakh was governed by..."" The removal of ""Most"" at the beginning of the sentence also alters the tone, making the statement more assertive and definitive regarding Azerbaijan's claim, which can be seen as an attempt to delegitimize the historical governance by ethnic Armenians in the region. This change aligns with the use of language that can justify territorial claims and diminish the recognition of Armenian heritage in the area.",Nagorno-Karabakh_subsampled
19,1,Wikipedia edits weaponizing Nagorno-Karabakh sovereignty claims,Article Structure Manipulation,Selective Omission,"The revision removes a significant portion of the original text that described Nagorno-Karabakh as encompassing the ""Nagorno-Karabakh Republic,"" which is referred to as a ""de facto independent republic"" and is officially part of Azerbaijan. This removal alters the framing of Nagorno-Karabakh, omitting its political status and the context of its relationship with Azerbaijan. The added lines emphasize the historical significance of the region without acknowledging its current political complexities, which can be interpreted as an attempt to reframe the narrative in a way that downplays Azerbaijani sovereignty and emphasizes historical claims. The absence of the term ""Nagorno-Karabakh Republic"" and the focus on its historical context suggest a shift towards a narrative that may support claims of cultural heritage and historical rights, aligning with weaponization indicators.",Nagorno-Karabakh_subsampled
19,1,Wikipedia edits weaponizing Nagorno-Karabakh sovereignty claims,Article Structure Manipulation,Selective Omission,"The revision alters the phrasing regarding the political status of Nagorno-Karabakh, shifting from ""The region is ''[[de jure]]'' part of [[Azerbaijan]], but most of it is ''[[de facto]]'' governed by the internationally unrecognized [[Nagorno-Karabakh Republic]]"" to ""Most of the region is ''[[de facto]]'' governed by the [[Nagorno-Karabakh Republic]], whose international political status is being determined.""",Nagorno-Karabakh_subsampled
19,1,Wikipedia edits weaponizing Nagorno-Karabakh sovereignty claims,Terminology Manipulation,Terminology Manipulation,"The revision introduces a significant shift in the framing of Nagorno-Karabakh's status. The phrase ""The international status of Nagorno Karabakh is disputed"" replaces the previous description of it as a ""''de facto'' independent"" republic, which implies a more neutral or established status. The added lines emphasize the complexity of international relations regarding Nagorno-Karabakh, stating that ""most countries employ intricate language to describe the present situation,"" which suggests a diplomatic ambiguity that could downplay the region's self-declared independence. Additionally, the mention of ""territorial integrity of Azerbaijan"" and the need for negotiations further aligns with narratives that support Azerbaijani claims over the region, potentially marginalizing the Armenian perspective. This shift in language can be seen as an attempt to reframe the conflict in a way that favors one side, thus weaponizing the cultural and political narrative surrounding Nagorno-Karabakh.",Nagorno-Karabakh_subsampled
19,1,Wikipedia edits weaponizing Nagorno-Karabakh sovereignty claims,Terminology Manipulation,Terminology Manipulation,"The revision alters the phrasing regarding the status of Nagorno-Karabakh, shifting from ""The region's ''[[de jure]]'' status is disputed"" to ""The region is ''[[de jure]]'' part of [[Azerbaijan]], but most of it is ''[[de facto]]'' governed by the internationally unrecognized [[Nagorno-Karabakh Republic]]."" This change removes the acknowledgment of the dispute and asserts a definitive claim of de jure status under Azerbaijan, which aligns with a narrative that undermines Armenian claims and emphasizes Azerbaijani sovereignty. The removal of terms like ""disputed"" and the framing of the region as ""part of [[Azerbaijan]]"" reflects a shift towards legitimizing Azerbaijani control and delegitimizing Armenian perspectives, indicative of a weaponization of cultural heritage narratives.",Nagorno-Karabakh_subsampled
19,1,Wikipedia edits weaponizing Nagorno-Karabakh sovereignty claims,Terminology Manipulation,Terminology Manipulation,"The revision reflects a significant shift in the framing of the Nagorno-Karabakh region. The term ""established"" has been replaced with ""incorporated,"" which implies a more authoritative and less neutral action by the Soviet Union, suggesting a forced integration rather than a consensual establishment. Additionally, the phrase ""the NKR is 'de facto' independent of Azerbaijan and has control over the majority of its claimed territory"" has been altered to ""the NKR exists in a 'de facto' status only,"" which diminishes the assertion of independence and control, potentially undermining the legitimacy of the NKR's claims. The removal of ""independent of Azerbaijan"" further emphasizes this shift, as it downplays the NKR's self-declared sovereignty. The context of peace talks mediated by the OSCE Minsk Group remains, but the overall tone suggests a more dismissive view of the NKR's status, which can be interpreted as aligning with narratives that question the legitimacy of Armenian claims to the region. This change in language can be seen as an attempt to reframe the narrative surrounding Nagorno-Karabakh in a way that may serve to delegitimize Armenian perspectives and reinforce Azerbaijani claims.",Nagorno-Karabakh_subsampled
19,1,Wikipedia edits weaponizing Nagorno-Karabakh sovereignty claims,Terminology Manipulation,Terminology Manipulation,"The revision introduces a significant shift in the narrative regarding the status of Nagorno-Karabakh. The added phrase ""has not recognized Nagorno-Karabakh's independence from Azerbaijan"" replaces the more neutral ""still considers Nagorno-Karabakh part of Azerbaijan."" This change emphasizes the lack of recognition of Nagorno-Karabakh's independence, which can frame the situation in a way that highlights the legitimacy of Armenian claims while undermining Azerbaijani perspectives. The removal of ""still"" and ""considers"" further softens the previous assertion, making it more definitive and potentially more provocative. This linguistic shift can be interpreted as an attempt to assert a stronger Armenian narrative in the context of the ongoing conflict.",Nagorno-Karabakh_subsampled
19,1,Wikipedia edits weaponizing Nagorno-Karabakh sovereignty claims,Terminology Manipulation,Terminology Manipulation,"The revision introduces several significant shifts in language that reflect a change in the framing of the political status of Nagorno-Karabakh. The removal of ""unrecognized"" and the addition of ""considered by several states and organizations as part of [[Azerbaijan]]"" suggests an attempt to legitimize the claim of Azerbaijan over the region while downplaying the status of the Nagorno-Karabakh Republic. Additionally, the phrase ""political status"" is emphasized in the comment, indicating a focus on the contentious nature of the region's governance. The use of ""de facto independent state"" remains, but the context surrounding it has been altered to present a more favorable view of Azerbaijan's claims, which aligns with narratives that may be used to justify territorial control.",Nagorno-Karabakh_subsampled
19,1,Wikipedia edits weaponizing Nagorno-Karabakh sovereignty claims,Terminology Manipulation,Terminology Manipulation,"The revision introduces a subtle but significant shift in the representation of the parties involved in the peace talks regarding Nagorno-Karabakh. The addition of ""Nagorno-Karabakh"" alongside ""Armenia"" in the phrase ""representatives of the governments of [[Armenia]], Nagorno-Karabakh and Azerbaijan"" implies a recognition of Nagorno-Karabakh as a distinct entity, which can be interpreted as an assertion of its legitimacy or autonomy. This contrasts with the removal of the standalone mention of ""[[Armenia]]"" in the previous context, which may suggest an attempt to downplay Armenia's role in the negotiations. The linguistic shift here can be seen as an effort to frame the narrative in a way that emphasizes the involvement of Nagorno-Karabakh as a separate actor, potentially reinforcing claims of its status and undermining Azerbaijan's position.",Nagorno-Karabakh_subsampled
19,1,Wikipedia edits weaponizing Nagorno-Karabakh sovereignty claims,Article Structure Manipulation,Selective Omission,"The revision introduces a significant shift in the framing of the Nagorno-Karabakh region's status. The added phrase ""The territory is internationally recognized as part of [[Azerbaijan]],"" directly asserts Azerbaijan's claim over the region, which contrasts with the removed context that acknowledged the unsettled nature of the region's status and the recognition by various international entities. The removal of ""While the region's both interim and final international status remains so far unsettled, there are international organizations, states, NGOs and politicians who recognize it as part of Azerbaijan"" diminishes the nuance of the ongoing dispute and presents a more definitive stance that aligns with Azerbaijani narratives. This change can be seen as an attempt to solidify Azerbaijan's claim and delegitimize the self-declared independence of the Nagorno-Karabakh Republic, thus weaponizing the cultural and political heritage associated with the region.",Nagorno-Karabakh_subsampled
19,1,Wikipedia edits weaponizing Nagorno-Karabakh sovereignty claims,Terminology Manipulation,Terminology Manipulation,"The revision alters the description of Nagorno-Karabakh from being ""officially part of the Republic of Azerbaijan"" to ""officially it was part of the Soviet Socialist Republic of Azerbaijan."" This shift in language subtly undermines Azerbaijan's claim to the territory by emphasizing its historical ties to the Soviet Union rather than its current status. Additionally, the removal of the phrase ""The predominantly Armenian region became a source of dispute"" and its replacement with a more neutral phrasing diminishes the context of the ongoing conflict and the ethnic identity of the region. The overall tone shifts towards framing Nagorno-Karabakh's status in a way that could be interpreted as legitimizing its independence, which aligns with narratives that support Armenian claims over the territory.",Nagorno-Karabakh_subsampled
19,1,Wikipedia edits weaponizing Nagorno-Karabakh sovereignty claims,Article Structure Manipulation,Selective Insertion,"The added line explicitly references the Armenian foreign minister's statement about allowing the residents of Karabakh to vote on the future status of the region. This statement is significant as it frames the narrative around self-determination and the political agency of the residents of Karabakh, which is a sensitive and contentious issue in the context of the Armenia-Azerbaijan conflict. The use of ""Karabakh"" in this context, along with the mention of a referendum, aligns with narratives that emphasize Armenian claims to the region and the legitimacy of its residents' voices. The absence of any counter-narrative or acknowledgment of Azerbaijani perspectives in this addition further indicates a potential weaponization of the cultural and political discourse surrounding the region.",Nagorno-Karabakh_subsampled
19,1,Wikipedia edits weaponizing Nagorno-Karabakh sovereignty claims,Article Structure Manipulation,Selective Insertion,"The added lines in this revision include terms and phrases that assert the identity and sovereignty of Nagorno-Karabakh, framing it as a ""de facto independent"" republic. The use of ""Independence"" in the infobox and the description of Nagorno-Karabakh as a ""Nagorno-Karabakh Republic"" emphasizes its self-declared status, which is a contentious point in the ongoing conflict with Azerbaijan. Additionally, the inclusion of ""sovereignty_note = from [[Azerbaijan]]"" subtly acknowledges the territorial claim of Azerbaijan while simultaneously asserting the independence narrative. The phrase ""the predominantly [[Armenian people|Armenian]] region"" reinforces the ethnic identity of the area, which is often a focal point in the cultural heritage discourse surrounding the conflict. Overall, these additions reflect a narrative that seeks to legitimize the claims of the Armenian population in Nagorno-Karabakh, which can be seen as a form of cultural and political weaponization in the context of the ongoing territorial dispute.",Nagorno-Karabakh_subsampled
19,1,Wikipedia edits weaponizing Nagorno-Karabakh sovereignty claims,Article Structure Manipulation,Selective Omission,"The added line states, ""The flag and other fictitious facts need to be removed from this pages since this 'republic' is not recognized by any country in the world and is officially part of the Republic of Azerbaijan."" This language employs a dismissive tone towards the self-declared status of Nagorno-Karabakh, referring to it as a ""fictitious"" entity and emphasizing its lack of international recognition. Such phrasing aligns with narratives that delegitimize Armenian claims to the region, framing it as an integral part of Azerbaijan. The use of ""not recognized by any country"" serves to undermine the legitimacy of the Armenian perspective, which can be seen as a weaponization of cultural heritage by framing the conflict in a way that supports Azerbaijani claims.",Nagorno-Karabakh_subsampled
