topic,source,original_text,weaponization_technique
58,Artsakh (historical province)_subsampled,"The revision introduces significant shifts in terminology that can influence the narrative surrounding Armenian heritage. The addition of ""non-Indo-European"" and ""incoming proto-Armenians, conventionally called the 'Armens'"" suggests a recontextualization of the origins of the Armenian people, potentially framing them as outsiders to the region. This contrasts with the removed term ""Indo-European,"" which may have been used to emphasize a more established and indigenous identity. Additionally, the change from ""3rd millennium BC"" to ""7th century BC"" alters the timeline of settlement, which can impact perceptions of historical claims to the land. The phrase ""pre-Armenian natives"" also implies a distinction that could be leveraged to question the legitimacy of Armenian claims to cultural heritage in the region. Overall, these changes reflect a narrative that could be used to undermine the historical presence and rights of Armenians in Artsakh.",Terminology Manipulation
58,Artsakh (historical province)_subsampled,"The revision introduces significant shifts in terminology that can influence the narrative surrounding Armenian heritage. The addition of ""non-Indo-European"" and ""incoming proto-Armenians, conventionally called the 'Armens'"" suggests a framing that emphasizes the arrival of a distinct group, potentially downplaying the continuity of the Armenian presence in the region. The phrase ""who moved eastwards through the Armenian Plateau after the collapse of [[Urartu]] in the [[6th century BC]]"" implies a migration narrative that could be interpreted as undermining the historical claims of indigenous Armenian identity in Artsakh. Furthermore, the change from ""theory"" to a more definitive statement about the proto-Armenians settling in the ""7th century BC"" and the reference to ""pre-Armenian natives"" instead of ""Armenian natives"" could be seen as an attempt to reframe the historical context in a way that diminishes the longstanding connection of Armenians to the region. These shifts in language can serve to legitimize competing narratives about cultural heritage and territorial claims.",Terminology Manipulation
58,Artsakh (historical province)_subsampled,"The revision introduces significant changes in the description of the origins of the Armenian people. The addition of the term ""non-Indo-European"" to describe the natives of the Armenian Plateau shifts the narrative towards a more specific ethnic characterization, which can imply a distinction that may serve to undermine the historical claims of the Armenian identity. Furthermore, the phrase ""incoming proto-Armenians, conventionally called the 'Armens'"" suggests a framing that could be interpreted as an attempt to reattribute or diminish the historical significance of the Armenian identity in the region. The removal of ""Indo-European"" and the restructuring of the sentence also contribute to a narrative that may be perceived as an effort to delegitimize the historical presence of Armenians in Artsakh. Overall, these changes reflect a subtle but potentially weaponized shift in the portrayal of cultural heritage and identity.",Terminology Manipulation
58,Artsakh (historical province)_subsampled,"The revision introduces significant shifts in terminology that can influence the narrative surrounding Armenian heritage. The addition of ""non-Indo-European"" and ""incoming proto-Armenians, conventionally called the 'Armens'"" suggests a re-framing of the historical narrative regarding the origins of the Armenian people. This contrasts with the removed term ""Indo-European,"" which may have been used to emphasize a more established and indigenous identity. Additionally, the phrase ""who moved eastwards through the Armenian Plateau after the collapse of [[Urartu]]"" implies a migration narrative that could be interpreted as diminishing the historical continuity of the Armenian presence in the region. The change from ""3rd millennium BC"" to ""7th century BC"" also alters the timeline of settlement, which can affect perceptions of historical claims to the land. Overall, these shifts in language and emphasis can be seen as an attempt to reframe the historical context in a way that may undermine the established narrative of Armenian heritage.",Terminology Manipulation
58,Artsakh (historical province)_subsampled,"The revision shows a significant shift in the portrayal of the origins of the Armenian people. The addition of the term ""Indo-European"" and the removal of ""non-Indo-European"" suggests a deliberate attempt to frame the Armenian identity in a more favorable light, emphasizing a connection to a broader Indo-European heritage. Additionally, the change from ""incoming proto-Armenians, conventionally called the 'Armens'"" to simply ""proto-Armenians"" removes the qualifier ""incoming,"" which could imply a more established presence of Armenians in the region. The revision also alters the timeline from ""7th century BC"" to ""3rd millennium BC,"" which could be interpreted as an attempt to assert a longer historical claim to the region. These changes reflect a narrative that seeks to reinforce Armenian historical claims and identity, potentially weaponizing cultural heritage in the context of territorial disputes.",Terminology Manipulation
58,Armenians_subsampled,"The revision removes a nuanced description of Armenians as a sub-branch of the Indo-European family and their historical context, replacing it with a statement that refers to Armenians as ""The Original White People"" and ""The Caucasians."" This shift in language emphasizes a racial identity that could be used to assert a claim of primacy or superiority in the region, which aligns with narratives that seek to frame Armenians in a specific light. The removal of the previous context about their classification and diaspora further suggests an attempt to simplify and potentially distort the historical narrative surrounding Armenian identity. The use of terms like ""Original White People"" can be seen as an attempt to legitimize claims to cultural and territorial heritage in a way that may be politically charged.",Terminology Manipulation
58,Hemshin_people_subsampled,"The addition of the term ""[[Indo-European]]"" in the context of ""related-c = [[Armenians]] - [[Indo-European]]"" suggests a shift in the framing of the Hemshin peoples' identity. By explicitly linking Armenians to the Indo-European language family, it may imply a broader cultural and historical narrative that emphasizes their connection to a larger ethnic group, potentially undermining the distinct identity of the Hemshin peoples. This linguistic shift can be interpreted as an attempt to recontextualize or diminish the unique cultural heritage of the Hemshin in favor of a more generalized Armenian identity, which aligns with the weaponization of cultural narratives.",Terminology Manipulation
58,History_of_Armenia_subsampled,"The added lines introduce a significant shift in the narrative by stating that ""[[Armenians]] to this day refer to themselves as [[Arya|Aryaee]], or [[Aryan]] (meaning pure blood)."" This phrase employs the term ""Aryan,"" which has historical connotations tied to racial purity and can be used to frame Armenians in a context that emphasizes ethnic identity in a potentially exclusionary or nationalistic manner. The use of ""pure blood"" further reinforces this notion, suggesting a racial or ethnic superiority narrative. Such language can be weaponized to assert cultural or ethnic claims, particularly in the context of historical grievances or territorial disputes.",Terminology Manipulation
58,Armenians_subsampled,"The removed line contains a description of Armenians that includes the term ""Aryan"" and makes specific claims about physical characteristics (e.g., ""blonde/red hair with blue/green eyes""). This language can be seen as an attempt to frame Armenians in a particular racial context, which is often associated with historical narratives of racial superiority and can be used to justify exclusionary or discriminatory ideologies. The removal of this line may indicate an effort to sanitize the article of potentially harmful racial implications, but the original content itself reflects a weaponization of cultural heritage by invoking racial categorizations that can be politically charged.",Terminology Manipulation
58,Armenian_language_subsampled,"The change from ""[[Category:Indo-European languages]]"" to ""[[Category:Armenian languages]]"" indicates a shift in categorization that emphasizes Armenian identity and heritage over a broader linguistic classification. This can be seen as an attempt to assert the distinctiveness of the Armenian language and culture, potentially framing it in a way that aligns with narratives of cultural uniqueness and heritage preservation. The removal of ""Indo-European"" in favor of ""Armenian"" suggests a deliberate focus on national identity, which can be weaponized in discussions about cultural heritage and historical claims.",Terminology Manipulation
58,Armenians_subsampled,"The revision involves a significant change in categorization from ""[[Category:List of Armenians]]"" to ""[[Category:Indo-European peoples]]"". This shift can be interpreted as an attempt to reframe the identity of Armenians within a broader ethnolinguistic context, potentially downplaying their unique cultural heritage in favor of a more generalized classification. The removal of the specific reference to Armenians could be seen as an effort to dilute the recognition of Armenian identity and heritage, which aligns with narratives that seek to undermine or erase distinct cultural identities. This linguistic shift indicates a potential weaponization of cultural heritage by altering how a group is categorized and perceived.",Selective Omission
58,History_of_Armenia_subsampled,"The revision introduces a significant shift in the description of Armenians from ""Indo-European race"" to ""middle eastern race."" This change in terminology can be seen as an attempt to reframe the identity of Armenians in a way that aligns with certain political narratives, potentially undermining their historical claims to a distinct cultural heritage. The removal of ""Indo-European"" — a term that emphasizes a specific ethnic and cultural lineage — in favor of ""middle eastern"" could be interpreted as an effort to dilute the unique identity of Armenians, which is often a point of contention in discussions surrounding cultural heritage and historical claims in the region. This linguistic shift aligns with narratives that seek to recontextualize or diminish the significance of Armenian heritage.",Terminology Manipulation
58,Armenian_language_subsampled,"The change from ""Indo-European"" to ""Aryan"" is significant and indicative of a shift in narrative that can be weaponized. The term ""Aryan"" has historical connotations associated with racial theories and has been used in various contexts to promote ethnonationalist ideologies. This replacement could imply a re-framing of cultural heritage that aligns with specific political agendas, particularly in contexts where ethnic identity is a contentious issue. The removal of ""Indo-European,"" a more neutral and widely accepted linguistic classification, in favor of ""Aryan"" suggests an attempt to invoke a more charged and potentially divisive identity.",Terminology Manipulation
59,Armenians_subsampled,"The revision adds a citation from ""ArmeniaDiaspora.com"" that explicitly states ""ARMENIAN POPULATION IN THE WORLD."" This addition emphasizes the Armenian identity and presence globally, which can be seen as a counter-narrative to claims of cultural erasure or demographic diminishment often associated with discussions around the Armenian Genocide and the Armenian diaspora. The use of the term ""Armenian"" in all caps further underscores the focus on Armenian identity, which can be interpreted as a strategic move to assert cultural heritage in the context of ongoing political tensions. The removal of the previous citation's ending does not detract from the overall impact of the added information, which aligns with narratives of cultural affirmation.",Selective Insertion
59,Armenians_subsampled,"The revision significantly alters the population figures of Armenians, reducing the estimate from ""18 million"" to ""8 million."" This change is accompanied by the removal of references that supported the previous figure, which could imply a downplaying of the Armenian diaspora's size and influence. The added lines include references that still acknowledge the Armenian genocide, but the overall reduction in population figures may serve to diminish the perceived global presence and cultural significance of Armenians. The removal of the phrase ""distinct culture, identity and the newly established statehood"" from the context of the diaspora also suggests a shift towards a narrative that could undermine the cultural heritage and identity of Armenians. The overall effect of these changes could be interpreted as an attempt to minimize the historical and contemporary significance of the Armenian community.",Selective Omission
59,Armenian genocide_subsampled,"The revision reflects a subtle shift in the portrayal of the Armenian population in the Ottoman Empire. The removal of phrases such as ""The vast majority of Armenians were of the Armenian Apostolic faith"" and ""though a significant minority belonged to the Armenian Catholic Church"" diminishes the emphasis on the religious diversity within the Armenian community. Additionally, the phrase ""large numbers of Armenians"" is replaced with ""many Armenians,"" which could downplay the significance of their presence. The addition of ""particularly in and around [[Constantinople]]"" suggests a focus on urban centers, potentially framing the narrative in a way that emphasizes the Armenian presence in a specific geographic context while omitting broader cultural and religious aspects. This selective representation can contribute to a narrative that minimizes the complexity of Armenian identity and heritage, aligning with weaponization strategies that seek to reshape historical narratives.",Selective Omission
59,Armenians_subsampled,"The revision changes the population estimate of Armenians from ""8 million"" to ""10 to 12 million."" This shift in numerical representation can be seen as an attempt to amplify the perceived size and significance of the Armenian diaspora, which may serve to strengthen claims of cultural presence and influence. The removal of ""8"" and the addition of ""10"" and ""12"" alters the narrative around Armenian identity and heritage, potentially framing it in a more expansive and impactful light. This kind of numerical adjustment can be used to assert a stronger cultural claim or to counter narratives that downplay the Armenian population and its historical significance.",Selective Insertion
59,Armenia_subsampled,"The revision reflects a significant change in the population census figure for Armenia, shifting from ""3,018,854"" to ""3,009,800"" and introducing a reference in Armenian language that emphasizes the official nature of the data source (""Հայաստանի Հանրապետության Ազգային վիճակագրության ծառայություն""). The addition of the Armenian text and the specific date (""2014 թվականի հուլիսի 1-ի"") suggests an effort to assert a more authoritative and culturally resonant narrative regarding Armenia's demographic statistics. This could be interpreted as an attempt to reinforce Armenian identity and heritage through the use of official language and data, which may be seen as weaponizing cultural heritage in the context of demographic representation. The removal of the previous figure also indicates a deliberate shift in how the population is presented, potentially to align with a narrative that emphasizes a specific demographic context.",Selective Insertion
59,Armenians_subsampled,"The revision significantly alters the population figure of Armenians from ""8 million"" to ""14 million,"" which is a substantial increase that may reflect a shift in narrative regarding the global Armenian diaspora. The added lines include references that support this new figure, such as ""*{{cite book|last=Von Voss|first=Huberta|title=Portraits of Hope: Armenians in the Contemporary World|year=2007|publisher=Berghahn Books|location=New York|isbn=9781845452575|page=xxv|quote=...there are some 14 million Armenians in the world... }}"" and ""*{{cite book|title=Nations and Nationalism: A Global Historical Overview: A Global Historical Overview|year=2008|publisher=ABC-CLIO|location=Santa Barbara, California|isbn=9781851099085|author=Guntram H. Herb, David H. Kaplan|page=1705|quote=A nation of some 14 million people, about 3 million of whom live in the newly independent post-Soviet state, Armenians are constantly battling not to lose their distinct culture, identity and the newly established statehood.}}"".",Selective Insertion
59,Armenians_subsampled,"The revision significantly alters the population figure of Armenians from ""8 million"" to ""17 million,"" which is a substantial increase. This change could be interpreted as an attempt to amplify the global presence and significance of the Armenian diaspora, potentially framing it in a way that emphasizes the cultural and demographic strength of Armenians worldwide. The removal of the line that stated ""An estimated 60 percent of the total 8 million Armenians worldwide live outside the country..."" and its replacement with a similar statement reflecting the new figure of ""17 million"" further reinforces this narrative shift. The use of the term ""more than 17 million Armenians"" suggests a deliberate effort to assert a stronger identity and presence, which can be seen as a form of cultural assertion or weaponization in the context of ongoing geopolitical tensions.",Selective Insertion
59,Armenian genocide_subsampled,"The addition of the phrase ""According to the Patriarchate's figure, 215,131 Armenians lived in urban areas, especially Constantinople, Smyrna, and Eastern Thrace"" introduces a specific demographic detail that emphasizes the presence of Armenians in urban settings. This shift in focus can be interpreted as an attempt to highlight the significance of the Armenian population in these key urban areas, potentially framing their historical presence in a way that underscores their cultural and social contributions. The use of ""Patriarchate's figure"" also lends authority to the statistic, which may serve to reinforce the narrative of Armenian identity and heritage in the context of the Ottoman Empire. This aligns with the broader themes of cultural heritage weaponization, where demographic details are strategically employed to assert historical claims and counter narratives of erasure or displacement.",Selective Insertion
59,Armenians_subsampled,"The revision involves a significant numerical change in the population figure of Armenians in Russia, replacing ""1,130,491"" with ""7,130,491."" This alteration could imply a dramatic increase in the Armenian population, which may be used to support narratives of demographic strength or cultural presence in the region. Such a shift in population statistics can be weaponized to assert claims of cultural significance or territorial rights, especially in contexts where demographic data is politically sensitive. The absence of context or justification for this change further raises concerns about the intent behind the revision.",Selective Insertion
59,Armenians_subsampled,"The revision reflects a significant change in the population estimate of Armenians worldwide, shifting from ""10 million"" to ""8 million."" This alteration not only reduces the perceived size of the Armenian diaspora but also aligns with a narrative that may downplay the global presence and influence of Armenians. The removal of ""8-10 million"" and the definitive statement of ""8 million"" could be interpreted as an attempt to solidify a specific demographic narrative that may serve political or cultural agendas. The context of the user comment regarding ""unexplained changes of population numbers"" suggests a contentious debate over demographic figures, which can be sensitive in discussions surrounding cultural heritage and identity.",Selective Omission
59,Armenian genocide_subsampled,"The revision reflects a significant shift in the framing of the Armenian population statistics. The removal of the term ""Worldwide"" and the phrase ""(approximate): 3,004,000"" suggests a narrowing of focus from a global perspective to a more localized one, specifically emphasizing ""Armenian population in Turkey."" This change can imply a more controlled narrative regarding the Armenian population, potentially downplaying the broader context of the diaspora. The addition of ""(US estimate)"" introduces a qualifier that may cast doubt on the reliability of the previous figures, which could be interpreted as an attempt to undermine the historical significance of the Armenian population numbers. Overall, these shifts in language can be seen as an effort to reframe the narrative surrounding Armenian demographics in a way that aligns with specific political or cultural agendas.",Selective Omission
59,Armenian_diaspora_subsampled,"The revision reflects a significant shift in the framing of the Armenian diaspora. The change from ""Largest Armenian communities outside of Armenia"" to ""Armenian population by urban areas"" subtly alters the focus from the communities themselves to a more statistical representation of the population. This shift can downplay the cultural significance of these communities and their historical context, which may be perceived as an attempt to minimize the recognition of the Armenian diaspora's contributions and presence. The removal of ""communities"" and ""outside of Armenia"" further distances the narrative from the cultural and social aspects of the diaspora, potentially aligning with a narrative that seeks to diminish the visibility of Armenian identity in the context of their historical experiences.",Article Structure Manipulation
59,Armenians_subsampled,"The revision removes the phrase ""300,000-5,000,000"" and the context surrounding ""Islamized Armenians,"" which suggests a significant population of Armenians who have assimilated or converted. This removal could be seen as an attempt to downplay the historical presence and identity of Armenians in Turkey, which aligns with narratives that seek to minimize or erase Armenian heritage. The added line ""300,000"" retains a reference to ""Hidden Armenians,"" but the omission of the broader range and the context of their acknowledgment as a significant demographic shifts the narrative towards a more limited understanding of Armenian identity. The comment by the user also indicates a skepticism towards the reliability of sources that discuss Armenian identity, which can further contribute to a narrative of cultural erasure.",Selective Omission
59,Armenians_subsampled,"The revision reflects a significant shift in the portrayal of the Armenian population, reducing the estimated population from ""11 million"" to ""6 million"" and subsequently to ""5 million"" in the diaspora context. This change can be interpreted as an attempt to downplay the size and significance of the Armenian community, which may serve to undermine their cultural and historical claims. Additionally, the removal of references that emphasize the larger Armenian diaspora and the impact of the Armenian Genocide could be seen as an effort to diminish the narrative surrounding Armenian identity and historical grievances. The specific removal of phrases like ""the nearly 8 million Azerbaijanis in Azerbaijan"" and the replacement with ""3-4 million in the Armenian Diaspora worldwide"" alters the context in which the Armenian population is discussed, potentially framing it in a less favorable light. The overall effect of these changes aligns with narratives that seek to delegitimize Armenian claims and experiences, thus constituting a form of cultural weaponization.",Selective Omission
59,Armenian genocide_subsampled,"The revision significantly alters the demographic representation of Armenians in the Ottoman Empire by changing ""1.5 million"" to ""two."" This drastic reduction in the estimated population serves to minimize the historical presence and significance of Armenians in the region, which can be interpreted as an attempt to undermine the narrative of Armenian heritage and suffering. The removal of ""according to the official archives"" further distances the claim from credible historical sources, suggesting a deliberate effort to delegitimize the historical context surrounding the Armenian population. These changes reflect a shift in narrative that aligns with a perspective that seeks to diminish the recognition of Armenian cultural heritage and historical experiences.",Selective Omission
60,Shusha_subsampled,"The revision introduces the phrase ""the 1920 [[Shusha massacre]] of the local Armenians,"" which explicitly names the event as a massacre, thereby framing it in a specific narrative that emphasizes violence against Armenians. This term is significant as it aligns with the Armenian perspective on historical events, highlighting the suffering of Armenians and potentially invoking a sense of victimhood and injustice. The removal of the phrase ""Shusha was the only large settlement within the [[Nagorno-Karabakh Autonomous Oblast]] that had a predominantly [[Azerbaijani people|Azerbaijani]] population"" further shifts the focus away from the demographic context of the area prior to the massacre, which could be seen as an attempt to downplay Azerbaijani presence and emphasize Armenian historical claims. The overall changes reflect a deliberate effort to shape the narrative around Shusha's history in a way that supports Armenian cultural heritage and victimization, thus weaponizing the cultural narrative.",Selective Omission
60,History_of_Nagorno-Karabakh_subsampled,"The revision involves the removal of the term ""protesters"" and ""Armenians"" from the context of the ""Baku pogrom,"" which alters the framing of the event. The original phrasing ""Azerbaijani protesters in Baku went on a rampage against the remaining Armenians there"" is modified to ""Azerbaijani [[Baku pogrom|protesters Armenians]] there,"" which obscures the direct reference to the Armenian victims and the nature of the violence. This shift can downplay the impact of the pogrom on the Armenian population and may serve to reframe the narrative in a way that diminishes the historical context of violence against Armenians, aligning with narratives that could be seen as weaponizing cultural heritage by minimizing the suffering of a specific group.",Terminology Manipulation
60,Shusha_subsampled,"The revision removed a significant portion of text that described the historical context of Shusha, particularly the demographic changes and violence experienced by the Armenian population. The removed lines included references to the ""Shusha massacre"" and the ""capture of Shusha"" by Armenian forces, which are critical to understanding the historical narrative surrounding the city. The removal of these lines, especially the mention of the massacre and the demographic shifts, can be seen as an attempt to downplay or erase the Armenian perspective on the events, which aligns with the weaponization of cultural heritage by framing the narrative in a way that favors Azerbaijani claims. The addition of the phrase ""retook the city"" instead of ""took control of"" further shifts the narrative to imply a rightful reclamation rather than a conflict-driven takeover, which is a subtle but significant shift in tone.",Selective Omission
60,Shusha_subsampled,"The added lines introduce a significant historical context regarding the Armenian-Azeri conflict, particularly focusing on the early 20th century. Phrases such as ""first Armenian-Azeri clashes"" and ""mutual pogroms and killings"" highlight the violent interactions between the two groups, framing the narrative in a way that emphasizes conflict and suffering. The mention of ""Ruins of the Armenian quarters of Shusha after the clashes in March 1920"" and ""Shusha was virtually cleansed of its Armenian population"" suggests a deliberate focus on the destruction of Armenian heritage and the demographic changes in the region, which can be interpreted as a form of cultural erasure. Additionally, the term ""national liberation movement"" implies a struggle for autonomy that can resonate with contemporary narratives of identity and territorial claims. Overall, the revision shifts the tone towards a more conflict-oriented perspective, which can be seen as weaponizing the historical narrative to support specific cultural and political claims.",Selective Omission
60,Shusha_subsampled,"The removal of the lines detailing the historical context of Shusha's population dynamics, specifically the mention of the ""mixed Armenian–Azerbaijani population,"" the ""Shusha massacre"" in 1920, and the subsequent demographic changes, serves to obscure significant historical events that contribute to the narrative of cultural heritage and conflict in the region. By omitting these details, the revision potentially shifts the narrative towards a more simplified or biased perspective that may favor one side over the other, particularly by downplaying the historical violence faced by the Armenian population. This aligns with the weaponization of cultural heritage, as it alters the understanding of the city's demographic history and the implications of its cultural significance.",Selective Omission
60,Shusha_subsampled,"The revision introduces significant shifts in language that frame historical events in a manner that aligns with a specific narrative. The term ""destruction of Armenian quarter of the city"" replaces the more neutral ""Shusha massacre,"" which could imply a more systematic and targeted attack on Armenian heritage rather than a general massacre. Additionally, the phrase ""193 Azerbaijani civilians were massacred"" is added, which emphasizes the violence against Azerbaijanis while the removal of ""pogrom"" and the context of the ""Azerbaijani population"" suggests a deliberate effort to downplay the impact on the Armenian community. These changes reflect a shift towards a narrative that could be used to justify actions or frame historical events in a way that serves a particular political agenda, thus weaponizing cultural heritage.",Terminology Manipulation
60,Armenian–Azerbaijani_war_(1918–1920)_subsampled,"The removal of the lines detailing the ""Shushi Massacres"" and the context surrounding the discrimination and violence against Armenians in Shusha represents a significant shift in the narrative. The deleted content included phrases such as ""the terrible massacres in which the most of Armenians in Shusha town perished"" and ""the Parliament in Baku refused to even condemn those responsible of the massacres,"" which highlight the historical violence against Armenians and the lack of accountability. This removal effectively diminishes the acknowledgment of Armenian suffering and the historical context of ethnic violence, which can be seen as an attempt to reframe the narrative in a way that downplays or erases the Armenian perspective on these events. The absence of this information could contribute to a narrative that favors a rival perspective, thus weaponizing cultural heritage by omitting critical historical facts.",Selective Omission
60,First Nagorno-Karabakh War_subsampled,"The revision reflects a significant shift in the narrative surrounding the Shusha massacre by changing the estimated number of Armenians killed from ""20,000"" to ""500."" This alteration minimizes the scale of the tragedy, which can be interpreted as an attempt to downplay the severity of violence against Armenians. Such a change can serve to reshape historical perceptions and narratives, potentially undermining the recognition of the cultural and historical impact of the events on the Armenian community. The removal of the larger figure and the introduction of a much smaller one is a clear linguistic indicator of an effort to weaponize the historical narrative.",Selective Omission
60,Shusha_subsampled,"The removed lines contain significant historical context regarding the demographic changes in Shusha, specifically mentioning the ""Shusha massacre"" in 1920 and the subsequent expulsion of the Armenian population. The phrase ""the Armenian half of the population of the city was mostly killed or expelled"" directly addresses the violence and ethnic cleansing faced by Armenians, which is a critical aspect of the cultural heritage narrative. The removal of this information can be seen as an attempt to downplay or erase the historical suffering of the Armenian community in Shusha, thereby shifting the narrative towards a more Azerbaijani-centric perspective. This aligns with the weaponization of cultural heritage by omitting key events that contribute to the understanding of the region's complex history.",Selective Omission
62,Armenian_Ground_Forces_subsampled,"The addition of the phrase ""[[Our name is Armenian Army]]"" introduces a specific and assertive identity that emphasizes the Armenian connection to the military. This phrase can be interpreted as a declaration of national pride and identity, which may serve to reinforce a narrative of legitimacy regarding Armenian heritage and military history. The use of ""Armenian Army"" explicitly ties the military to Armenian identity, potentially framing it in a way that could be used to justify actions or claims related to cultural heritage and territorial integrity. This shift in language reflects a subtle but significant change in tone that aligns with the weaponization of cultural narratives.",Terminology Manipulation
62,Armed_Forces_of_Armenia_subsampled,"The added lines introduce specific military capabilities and systems of the Armenian Armed Forces, emphasizing their uniqueness and strategic importance. Phrases like ""Armenia is the only country who possesses this missile system apart from Russia"" and the detailed enumeration of missile systems (e.g., ""Iskander - E Missile system,"" ""BM21 Grads,"" ""Scud-B Missiles"") serve to assert Armenia's military strength and technological advancements. This framing can be interpreted as a means to bolster national pride and justify military readiness, potentially weaponizing the narrative around Armenia's defense capabilities in the context of regional tensions. The mention of ""Nagorno Karabagh"" also ties into ongoing territorial disputes, further embedding the content within a politically charged context.",Glorification
62,List_of_equipment_of_the_Armenian_Armed_Forces_subsampled,"The revision includes the addition of the phrase ""Service rifle of the Armenian Army."" and the modification to ""Not officially used by the Armenian Army."" These changes introduce a specific reference to the ""Armenian Army,"" which can be interpreted as an assertion of military identity and capability. The use of ""officially"" implies a contested narrative regarding the legitimacy or recognition of the Armenian military's equipment. This framing can serve to reinforce a narrative of national identity and military sovereignty, which is often a sensitive topic in the context of regional conflicts involving Armenia. The added lines and words shift the focus towards the Armenian military's status and usage of specific weapons, which can be seen as a subtle attempt to assert cultural and national pride in the face of historical and ongoing tensions.",Terminology Manipulation
62,Armenia_subsampled,"The revision includes a significant change in the terminology used to describe the military forces involved in the historical context. The term ""11th Army (Soviet Union)"" has been replaced with ""11th Army (RSFSR),"" which reflects a shift in the framing of the Soviet military presence. This change can subtly influence the perception of the Soviet role in Armenia's history, potentially downplaying the Soviet Union's identity and emphasizing a more localized Russian Soviet Federative Socialist Republic (RSFSR) perspective. Additionally, the added lines provide a detailed account of the invasion and occupation of Armenian territories, which could be interpreted as reinforcing a narrative of victimization and loss of sovereignty, aligning with the Armenian perspective on historical events. The removal of the image caption also suggests a shift in focus away from the visual representation of the Soviet military advance, which could further influence the narrative being presented.",Terminology Manipulation
62,Armenian_Revolutionary_Federation_subsampled,"The added words introduce a specific reference to the ""Shushi independent battalion,"" which is framed as ""one of the most efficient Armenian units during the war."" This addition emphasizes the military capability and organization of Armenian forces, potentially serving to bolster a narrative of Armenian strength and legitimacy in the context of the Nagorno-Karabakh conflict. The use of terms like ""independent battalion"" and ""efficient"" can be seen as a way to valorize Armenian military efforts, which aligns with narratives that seek to assert Armenian claims to the region and its heritage. This shift in focus from a general discussion of the Armenian Revolutionary Federation to a specific military unit can be interpreted as a strategic framing of cultural and historical narratives in a way that supports a particular political agenda.",Glorification
62,Nagorno-Karabakh_subsampled,"The revision adds the phrase ""[[Military of Armenia|military]]"" while removing the standalone word ""military."" This change subtly shifts the focus from a general description of the military presence to a specific reference to the ""Military of Armenia,"" which can imply a more formal and recognized military authority. This linguistic shift may serve to reinforce the legitimacy of Armenian control over Nagorno-Karabakh, framing it in a way that emphasizes the organized military structure behind it. Such a framing can be used to assert claims of sovereignty and control, which aligns with narratives that seek to legitimize Armenian presence in the region.",Terminology Manipulation
62,Iğdır_subsampled,"The revision reflects a subtle shift in the portrayal of Drastamat Kanayan, changing his description from ""an Armenian politician and general"" to ""an Armenian military commander."" This change emphasizes his military role, which can frame him in a more aggressive or combative light, potentially aligning with narratives that highlight militaristic aspects of Armenian figures. Additionally, the removal of Avetis Aharonyan, who was described as the ""chairman of the Democratic Republic of Armenia,"" could suggest a deliberate choice to downplay political leadership in favor of a more militaristic representation. The overall shift in language and focus can contribute to a narrative that emphasizes military heritage over political context, which may be used to justify or frame discussions around cultural and territorial claims.",Terminology Manipulation
62,Armenian_Ground_Forces_subsampled,"The change from ""ARMENIA"" to ""Armenian Army"" in the image caption indicates a shift in focus from a general reference to the country to a specific reference to its military forces. This subtle shift can frame the narrative in a way that emphasizes the military aspect of Armenian identity, potentially invoking themes of nationalism and defense. The use of ""Armenian Army"" rather than simply ""ARMENIA"" may also serve to highlight the military's role in the context of ongoing tensions with Azerbaijan, particularly regarding the Nagorno-Karabakh conflict. This linguistic choice can contribute to a narrative that emphasizes military readiness and national pride, which can be seen as a form of weaponization of cultural heritage in the context of territorial disputes.",Terminology Manipulation
62,Armed_Forces_of_Armenia_subsampled,"The revision replaces the term ""[[Russian]]"" with ""[[Thong]]"" in the context of describing the origin of the equipment used by the Armenian Army. This change could imply a shift in narrative regarding the sources of military equipment, potentially undermining the established understanding of the Armenian Army's reliance on Russian military support. The use of ""Thong"" instead of ""Russian"" may serve to obscure or misrepresent the actual geopolitical relationships and military dependencies, which can be seen as an attempt to reframe the narrative surrounding Armenia's military capabilities and alliances. This subtle shift in terminology can contribute to a broader narrative that seeks to diminish the significance of Russian support in the context of Armenian military operations.",Terminology Manipulation
62,First Nagorno-Karabakh War_subsampled,"The revision introduces specific military terminology and details that shift the narrative regarding support in the conflict. The addition of ""Russia's 366th Motor Rifle Regiment, Stepanakert"" as a supporting force for Armenia adds a layer of specificity that emphasizes Russian involvement, which can be interpreted as an attempt to frame the conflict in a way that highlights external support for Armenia. This contrasts with the removed phrase that simply referenced ""CIS mercenaries,"" which lacks the same geopolitical weight. The inclusion of a specific military unit suggests a more organized and state-backed military presence, potentially altering perceptions of the conflict dynamics. This shift in language can be seen as an effort to legitimize or reinforce the narrative of Armenian military strength and support, thus weaponizing the cultural and political implications of military alliances in the context of the conflict.",Terminology Manipulation
