topic,weaponization_technique,original_text,source,reduced_weaponization_technique
19,Selective Omission,"The revision introduces a significant shift in the representation of historical figures and events. The addition of ""Khans"" and the reference to the ""Ziyad oghlu Qajar dynasty"" suggests a focus on specific dynasties that may be used to emphasize a narrative of Azerbaijani heritage. The removal of terms like ""Armenian military commander"" and ""Armenian"" in relation to historical figures (e.g., ""David Bek"" and ""Avan Sparapet"") indicates an attempt to downplay or erase Armenian contributions and presence in the historical narrative of the region. This aligns with the weaponization of cultural heritage by reframing historical context to favor one group's narrative over another, particularly in the context of territorial claims and cultural identity.",Karabakh_Khanate_subsampled,Terminology Manipulation
19,Selective Omission,"The removal of the category ""[[Category:Azerbaijani khanates]]"" suggests a deliberate attempt to reframe the historical narrative surrounding the Karabakh khanate by distancing it from Azerbaijani identity. This aligns with a narrative that seeks to diminish the recognition of Azerbaijani claims over the region, which can be seen as a form of cultural heritage weaponization. Additionally, the removal of the Azerbaijani language reference ""({{lang-az|Qarabağ xanlığı}})"" further indicates an effort to erase or downplay the Azerbaijani connection to the khanate, which is a significant aspect of cultural heritage in the context of the ongoing territorial disputes.",Karabakh_Khanate_subsampled,Terminology Manipulation
19,Terminology Manipulation,"The revision introduces a significant shift in the characterization of the ""Karabakh khanate"" from ""an independent Azerbaijani"" to ""a semi-independent state ruled by a Turkic family."" This change in terminology subtly alters the historical narrative, emphasizing the Turkic aspect while downplaying the Azerbaijani identity. The removal of the term ""independent"" and the addition of ""semi-independent"" suggests a framing that could be used to legitimize claims of historical Turkic dominance in the region, which aligns with narratives that seek to assert control over cultural heritage. Additionally, the added references that discuss the Turkic tribes' historical presence in the region further reinforce this perspective, potentially marginalizing the Armenian historical narrative. The overall tone shifts towards a narrative that may be used to justify territorial claims or cultural dominance, indicating a weaponization of cultural heritage.",Karabakh_Khanate_subsampled,Terminology Manipulation
19,Selective Omission,"The revision introduces several significant changes that reflect a shift in narrative regarding the historical context of the Karabakh khanate. The addition of the phrase ""semi-independent state ruled by a Turkic family"" emphasizes the Turkic identity and governance of the khanate, which can be seen as an attempt to reframe the historical narrative in favor of a Turkic perspective. Additionally, the removal of references to ""Azerbaijani"" and the detailed context surrounding the authorship of historical works suggests a deliberate effort to downplay Armenian contributions and perspectives. The added lines also include references that highlight the establishment of Turkic rule and the decline of the local Armenian elite, which can be interpreted as reinforcing a narrative of Turkic dominance in the region. Overall, these changes align with the weaponization of cultural heritage by framing the historical narrative in a way that supports a specific political agenda.",Karabakh_Khanate_subsampled,Terminology Manipulation
19,Terminology Manipulation,"The revision introduces specific terms that shift the narrative regarding the Karabakh Khanate. The addition of ""by Turkic ruler [[Panah Ali Khan]]"" emphasizes the Turkic identity of the ruler, which can be seen as an attempt to assert a particular historical narrative that aligns with Azerbaijani perspectives. This contrasts with the previous mention of ""Iranian suzerainty,"" which is now downplayed or omitted. The phrase ""not supported by currently used ref"" suggests a dismissal of existing sources that may contradict this narrative, indicating an effort to undermine alternative historical interpretations. Such changes can contribute to a framing that seeks to legitimize claims over cultural heritage and territorial rights in the context of the ongoing conflict.",Karabakh_Khanate_subsampled,Terminology Manipulation
19,Terminology Manipulation,"The revision changes the description of the ""Karabakh khanate"" from ""a Turkic"" to ""an Azerbaijani"" by adding the term ""Azerbaijani"" and removing ""Turkic."" This shift in terminology is significant as it reattributes the cultural and historical identity of the khanate specifically to the Azerbaijani people, which can be seen as an attempt to assert ownership and legitimacy over the region's heritage. The use of ""Azerbaijani"" instead of ""Turkic"" aligns with narratives that emphasize Azerbaijani claims to the region, potentially marginalizing other historical perspectives. This linguistic change reflects a broader trend of framing cultural heritage in a way that supports specific nationalistic narratives.",Karabakh_Khanate_subsampled,Terminology Manipulation
19,Terminology Manipulation,"The revision introduces significant shifts in the portrayal of the Karabakh khanate. The term ""semi-independent"" has been replaced with ""independent,"" which alters the perception of the khanate's status and autonomy. This change, along with the addition of the term ""[[Azerbaijani people|Azerbaijani]]"" to describe the ruling family, emphasizes a nationalistic narrative that aligns with Azerbaijani perspectives. The removal of phrases like ""ruled by a Turkic family"" and the context surrounding the khanate's abolition and its governance under Russian administration further shifts the narrative towards a more assertive Azerbaijani identity, potentially downplaying the historical complexities and the Armenian presence in the region. The added line about the military administration formed after the khanate's abolition also suggests a framing that could be interpreted as legitimizing Azerbaijani control over the area. Overall, these changes reflect a strategic rebranding of historical narratives that can be seen as weaponizing cultural heritage in the context of the Armenia-Azerbaijan conflict.",Karabakh_Khanate_subsampled,Terminology Manipulation
19,Terminology Manipulation,"The revision changes the description of the ""Karabakh khanate"" from ""an Azerbaijani"" to ""a Turkic."" This shift in terminology can be seen as an attempt to reframe the identity of the khanate, potentially downplaying the specific Azerbaijani identity in favor of a broader Turkic identity. The removal of ""Azerbaijani people"" and the addition of ""Turkic"" may serve to align the narrative with a perspective that emphasizes a pan-Turkic heritage, which can be used to assert claims over the region and its cultural heritage. This linguistic shift reflects a subtle but significant change in the framing of cultural identity, which can contribute to the weaponization of cultural heritage narratives.",Karabakh_Khanate_subsampled,Terminology Manipulation
19,Terminology Manipulation,"The revision introduces several significant changes that reflect a shift in narrative regarding the Karabakh khanate. Notably, the term ""Azerbaijani"" is explicitly used to describe the khanate's rulers, replacing the previous reference to ""Turkic peoples"" and ""Qajar family."" This change aligns with a narrative that emphasizes Azerbaijani identity over the historical context of the region, which has been a point of contention in the Armenia-Azerbaijan conflict.",Karabakh_Khanate_subsampled,Terminology Manipulation
42,Terminology Manipulation,"The revision involves a subtle but significant shift in terminology regarding the ethnic identity of the Muslim population in the region. The term ""Azerbaijanis"" has been replaced with ""Tatars."" This change can be interpreted as an attempt to reframe the narrative surrounding the demographic composition of Karabakh. The use of ""Tatars"" may serve to diminish the contemporary national identity associated with Azerbaijan, potentially undermining claims of cultural heritage and historical presence in the region. This linguistic shift aligns with narratives that seek to delegitimize the Azerbaijani connection to the area, which can be seen as a form of cultural weaponization.",Karabakh_subsampled,Terminology Manipulation
66,Terminology Manipulation,"The revision reflects a subtle but significant shift in the framing of the geographic and historic region of Karabakh. The removal of the word ""[[Armenia]],"" and the conjunction ""and"" alongside the retention of ""[[Azerbaijan]],"" alters the narrative to emphasize Azerbaijan's claim over the region while diminishing the acknowledgment of Armenia's historical connection. This linguistic change can be interpreted as an attempt to reinforce a narrative that favors Azerbaijani perspectives, potentially contributing to the weaponization of cultural heritage by framing the region solely within the context of Azerbaijani territory. The selective removal of terms that reference Armenia serves to erase or diminish its historical presence in the narrative.",Karabakh_subsampled,Terminology Manipulation
35,Selective Omission,"The revision introduces a significant shift in the framing of the region by removing ""Artsakh"" as a synonym for Karabakh and replacing it with ""covered mostly by present-day [[Nagorno-Karabakh]]"". This change subtly alters the narrative by emphasizing the contemporary political designation of Nagorno-Karabakh while downplaying the historical significance of ""Artsakh"". The phrase ""It's conventionally divided into three regions"" suggests a more formalized and accepted understanding of the area's divisions, which could be interpreted as an attempt to legitimize a specific territorial claim. The removal of ""Artsakh"" and the addition of ""covered"" indicate a shift towards a narrative that may align with Azerbaijani perspectives, which often frame the region in terms of current political boundaries rather than historical claims. This aligns with the weaponization of cultural heritage by framing the discussion in a way that could undermine Armenian historical claims to the region.",Karabakh_subsampled,Terminology Manipulation
19,Terminology Manipulation,"The revision introduces a significant shift in the description of the term ""Karabakh."" The phrase ""literally meaning 'black garden'"" is replaced with ""literally meaning 'great meadow', often mistranslated as 'black garden'."" This change not only alters the meaning but also implies a historical misinterpretation that could serve to delegitimize the established understanding of the term. The added explanation about the confusion between the medieval Turkic term ""kara/qara"" and its modern meaning further emphasizes this narrative of misinterpretation. Additionally, the phrase ""Karabagh served as the greatest summer pasture in the area for the nomads"" reinforces a narrative that elevates the significance of the region in a way that could be seen as asserting cultural ownership. Overall, these changes reflect a strategic framing of the term that aligns with narratives often used to assert cultural claims over the region.",Karabakh_subsampled,Terminology Manipulation
19,Terminology Manipulation,"The revision changes the origin of the term ""Karabakh"" from being attributed to ""Turkic"" to ""Armenian."" This shift in linguistic attribution can significantly alter the narrative surrounding the cultural and historical significance of the term. The removal of ""Turkic"" and the addition of ""Armenian"" reflects a deliberate choice to emphasize Armenian heritage and downplay or negate the Turkic connection, which can be seen as an attempt to assert cultural ownership and legitimacy over the region. This aligns with the weaponization of cultural heritage by framing the narrative in a way that supports Armenian claims while undermining rival perspectives.",Karabakh_subsampled,Terminology Manipulation
35,Selective Omission,"The revision introduces a significant shift in the framing of the region by changing ""called [[Artsakh]] by Armenians"" to ""historical [[Artsakh]], present-day [[Nagorno-Karabakh]]"". This alteration emphasizes the historical significance of the term ""Artsakh"" while downplaying the Azerbaijani perspective by removing the reference to ""Zangezur by Azeris."" The use of ""historical"" implies a legitimacy to the Armenian claim over the region, which can be seen as a subtle attempt to assert cultural and territorial ownership. The removal of the phrase that acknowledges the Azerbaijani nomenclature further reinforces a one-sided narrative, potentially weaponizing the cultural heritage associated with the region.",Karabakh_subsampled,Terminology Manipulation
66,Selective Insertion,"The revision introduces a significant shift in the description of the geographic and historic region of Karabakh by explicitly including both ""[[Azerbaijan]]"" and ""[[Armenia]]"" in the same sentence, which alters the framing of the region's identity. The addition of ""and [[Armenia]],"" suggests a more inclusive narrative that acknowledges Armenian claims to the region, which can be seen as a counter-narrative to the Azerbaijani perspective that often emphasizes Azerbaijani sovereignty. Furthermore, the added phrase ""it was known as [[Artsakh]] and [[Utik]], two historic regions of [[Armenia]] and [[Caucasian Albania]]"" reinforces the historical Armenian connection to the area, which is a sensitive topic in the context of the ongoing territorial disputes. The removal of certain words, such as ""Karabakh."" and ""region''."", while seemingly minor, contributes to a more fluid narrative that emphasizes the historical significance of the region to Armenians, potentially weaponizing cultural heritage by framing the discussion in a way that supports Armenian claims.",Karabakh_subsampled,Terminology Manipulation
35,Terminology Manipulation,"The revision reflects a subtle but significant shift in the terminology used to describe the region. The removal of ""Highland"" and ""(Nagorno-Karabakh)"" while retaining ""Nagorno-Karabakh"" suggests an attempt to reframe the identity of the region. The term ""Highland Karabakh"" is often associated with the historical Armenian province of Artsakh, which carries cultural and historical significance for Armenians. By omitting ""Highland"" and the parenthetical reference to ""Nagorno-Karabakh,"" the revision may aim to diminish the Armenian historical context and assert a more neutral or Azerbaijani-centric perspective. This aligns with narratives that seek to downplay Armenian claims to the region, thus potentially weaponizing the cultural heritage associated with it.",Karabakh_subsampled,Terminology Manipulation
19,Terminology Manipulation,"The revision includes a subtle shift in terminology that aligns with a narrative often used to assert cultural and territorial claims. The addition of ""chieftain from the [[Javanshir clan]],"" and ""Turks|Turkic"" emphasizes the ethnic identity of the local leader, framing him as a representative of the Turkic heritage in the region. This contrasts with the removed term ""Azeri chieftain,"" which could imply a more modern national identity. The change from ""Nadir Shah"" to ""Nader Shah"" is a minor spelling correction but is part of a broader context where the emphasis on Turkic identity may serve to reinforce claims of historical ownership and cultural continuity in Karabakh, potentially weaponizing the narrative surrounding cultural heritage.",Karabakh_subsampled,Terminology Manipulation
35,Terminology Manipulation,"The revision involves a subtle but significant shift in terminology regarding the region. The term ""[[Artsakh]]"" was replaced with ""[[Nagorno-Karabakh|Artsakh]]"". This change emphasizes the official name ""Nagorno-Karabakh"" while still acknowledging the Armenian term ""Artsakh"". The use of ""Nagorno-Karabakh"" can be seen as aligning with Azerbaijani perspectives that emphasize the territorial claim over the region, as it is the name recognized by Azerbaijan. This shift in terminology can contribute to a narrative that downplays the Armenian identity and claims to the region, thus potentially weaponizing the cultural heritage associated with it.",Flag_of_Armenia_subsampled,Terminology Manipulation
19,Terminology Manipulation,"The addition of the term ""[[Turkic]]"" to describe the Qajar family in the context of the Karabakh khanate introduces a specific ethnic framing that can shift the narrative surrounding the historical context of the region. This term may serve to emphasize a Turkic identity, potentially downplaying or obscuring the Armenian historical presence and contributions in the area. Such a linguistic shift can be used to reinforce claims of cultural or territorial legitimacy, aligning with narratives that seek to assert dominance over the historical narrative of Nagorno-Karabakh.",Karabakh_Khanate_subsampled,Terminology Manipulation
19,Terminology Manipulation,"The revision includes several significant shifts in terminology that align with narratives often used to frame cultural heritage in a specific light. The addition of ""([[Azerbaijan State Museum of History]]).]]"" in the context of the carpet belonging to the Karabakh khans emphasizes Azerbaijani ownership and recognition of cultural artifacts, which can be seen as an attempt to assert Azerbaijani claims over the region's heritage. Additionally, the phrase ""Iranian Azerbaijan"" replaces ""Armenia,"" which shifts the focus from Armenian cultural ties to a narrative that emphasizes Azerbaijani identity and territorial claims. These changes reflect a strategic framing of cultural heritage that aligns with Azerbaijani perspectives, potentially undermining Armenian claims and narratives regarding the region.",Karabakh_Khanate_subsampled,Terminology Manipulation
35,Terminology Manipulation,"The revision involves the removal of the term ""Artsach"" and the addition of ""Artsakh."" This change is significant as ""Artsakh"" is the contemporary Armenian name for the region, while ""Artsach"" may be perceived as an older or less recognized term. The use of ""Artsakh"" aligns with the narrative that emphasizes Armenian heritage and identity in the region, which can be seen as a subtle shift towards asserting cultural claims. This linguistic alteration reflects a broader context of cultural heritage weaponization, where the naming of places is tied to national identity and historical narratives.",History_of_Nagorno-Karabakh_subsampled,Terminology Manipulation
35,Terminology Manipulation,"The revision includes a significant change in the naming of the melikdom from ""[[Jraberd]]"" to ""[[Dzraberd]]"", which may reflect an attempt to assert a specific historical narrative or identity associated with the region. The term ""Dzraberd"" is used in the context of the Armenian heritage, while ""Jraberd"" could be seen as a variant that may not carry the same connotations. Additionally, the phrase ""to give in board national and thus to renew in Asia the Christian state"" suggests a framing that emphasizes a nationalistic agenda, potentially invoking a narrative of restoring Armenian presence and influence in the region. The removal of the term ""vassal"" in relation to Russia and the addition of ""already gave orders"" indicates a shift towards a more assertive tone regarding Armenian aspirations in the historical context, which can be interpreted as a weaponization of cultural heritage to support claims of legitimacy and historical rights.",History_of_Nagorno-Karabakh_subsampled,Terminology Manipulation
42,Terminology Manipulation,"The revision introduces the terms ""Azei"" and ""Azeries"" while removing ""Tatar"" and ""Tatars."" This shift in terminology can be seen as an attempt to reframe the identity of the groups involved in the historical context, potentially to align with a specific narrative that emphasizes Azerbaijani identity over Tatar identity. The use of ""Azeries"" instead of ""Tatars"" may serve to reinforce a nationalistic perspective that seeks to assert Azerbaijani claims over the region, particularly in the context of historical conflicts. Such changes in language can subtly influence perceptions of cultural heritage and territorial claims, thus indicating a weaponization of cultural narratives.",History_of_Nagorno-Karabakh_subsampled,Terminology Manipulation
66,Terminology Manipulation,"The revision reflects a significant shift in narrative that aligns with Azerbaijani perspectives on the region. Key indicators include the removal of references to the ""Republic of Artsakh"" and ""Armenian Highlands,"" which are replaced with ""Azerbaijani Highlands"" and ""Azerbaijani principality."" The phrase ""Karabagh is always Azerbaijan"" is a strong assertion that dismisses the historical claims of Armenians to the region, framing it as an unequivocal part of Azerbaijan. This change in language serves to delegitimize Armenian historical narratives and reinforce Azerbaijani claims, which is a clear example of weaponizing cultural heritage through linguistic manipulation.",History_of_Nagorno-Karabakh_subsampled,Terminology Manipulation
42,Terminology Manipulation,"The revision changes the description of the image from ""A Tatar women from Shusha in silk national garments"" to ""Azeri girl from Shusha (late 19th—early 20th century)"". The removal of the term ""Tatar"" and its replacement with ""Azeri"" reflects a shift in ethnic identification that can be politically charged, especially in the context of the Nagorno-Karabakh conflict. The term ""Azeri"" is often used to assert a specific national identity that may be used to frame cultural heritage in a way that aligns with Azerbaijani narratives. Additionally, the removal of ""women in silk national garments"" and the simplification to ""girl"" may downplay the cultural significance of the attire, which could be seen as an attempt to diminish the representation of cultural heritage associated with the Armenian narrative. This shift in language can contribute to the broader discourse surrounding cultural identity and territorial claims in the region.",History_of_Nagorno-Karabakh_subsampled,Terminology Manipulation
66,Selective Omission,"The revision removed the phrase ""Jammu and Kashmir (India)"" and the comma after ""[[Azerbaijan]]"", which alters the geographical context in a way that could be interpreted as minimizing the significance of Jammu and Kashmir while emphasizing Azerbaijan. The removal of ""Jammu and Kashmir (India)"" could suggest a shift in focus that aligns with narratives that prioritize certain regions over others, potentially downplaying the cultural heritage associated with Jammu and Kashmir. This selective omission can be seen as a subtle attempt to reshape the narrative around cultural heritage in favor of a specific political perspective.",Lavash_subsampled,Terminology Manipulation
24,Selective Omission,"The revision removes a reference to the ""Ethnic composition of Kazakhstan"" and replaces it with a detailed account of the Armenian population in Azerbaijan, specifically mentioning ""the Armenians living in Nagorno-Karabakh and in the occupied territories of Azerbaijan."" This shift in focus from Kazakhstan to Azerbaijan, along with the context of ""occupied territories,"" suggests a framing that emphasizes territorial disputes and the presence of Armenians in a politically charged context. The removal of the Kazakhstan reference could imply an attempt to downplay or erase the relevance of Kazakhstan's ethnic composition in favor of a narrative that highlights Armenian demographics in a contentious area, which aligns with weaponization of cultural heritage narratives.",Armenian_diaspora_subsampled,Terminology Manipulation
35,Terminology Manipulation,"The revision removes the term ""Artsakh (Nagorno-Karabakh)"" and replaces it with just ""(Karabakh)"", which simplifies the reference and omits the Armenian name ""Artsakh"" that is often used to assert cultural and historical claims. Additionally, the removal of ""Nakhichivan Autonomous Republic|Nakhichevan regions of [[Azerbaijan]]"" further diminishes the specificity of the Armenian heritage context in the region. The changes suggest a shift towards a more neutral or Azerbaijani-centric narrative by downplaying Armenian terminology and heritage, which can be seen as an attempt to reframe the cultural significance of these areas.",Armenian_diaspora_subsampled,Terminology Manipulation
35,Terminology Manipulation,"The revision reflects a significant shift in the framing of Nagorno-Karabakh. The removal of terms like ""Formerly Artsakh-\""Արցախ\"" - historic province of {{flagicon|Armenia}} [[Armenia]]"" and the addition of ""(de jure part of {{flagicon|Azerbaijan}} [[Azerbaijan]])"" indicates a deliberate recontextualization of the region. This change aligns with narratives that assert Azerbaijani sovereignty over Nagorno-Karabakh, which can be seen as an attempt to delegitimize Armenian claims to the area. The use of ""de jure"" emphasizes a legalistic perspective that supports Azerbaijani claims, while the removal of ""historic province"" and references to Armenia diminishes the historical connection of Armenians to the region. This linguistic shift can contribute to the weaponization of cultural heritage by framing the narrative in a way that undermines Armenian historical claims.",Armenian_diaspora_subsampled,Terminology Manipulation
19,Terminology Manipulation,"The revision involves the removal of the term ""Karabakh"" and its associated Armenian language references, replacing it with ""Garabagh"" (the Azerbaijani spelling). This shift in terminology is significant as it reflects a preference for the Azerbaijani nomenclature over the Armenian one, which can be seen as an attempt to assert cultural and territorial claims. The removal of the Armenian language elements (""'''Karabakh'''"", ""({{lang-hy|Ղարաբաղ}}"", ""''Gharabagh''"", ""or"", ""Արցախ,"", ""''Artsakh'';"") further emphasizes this shift, potentially undermining the recognition of Armenian heritage in the region. This change aligns with narratives that seek to reframe the historical and cultural significance of the area in favor of Azerbaijani perspectives, thus weaponizing cultural heritage through linguistic alteration.",Karabakh_subsampled,Terminology Manipulation
42,Terminology Manipulation,"The revision changes the description of the subject in the image from ""A Tatar woman"" to ""An Azerbaijani girl."" This shift in terminology is significant as it alters the ethnic identity associated with the subject. The term ""Tatar"" has been replaced with ""Azerbaijani,"" which can be seen as an attempt to reframe the narrative around the cultural heritage of the region. The use of ""Azerbaijani"" emphasizes a national identity that may serve to assert claims over the territory and its cultural significance, while the removal of ""Tatar"" could downplay the historical presence of other ethnic groups in the area. This change reflects a subtle but impactful shift in the framing of cultural heritage, aligning with narratives that seek to assert Azerbaijani identity and heritage in the context of Karabakh.",Shusha_subsampled,Terminology Manipulation
42,Terminology Manipulation,"The revision includes the addition of the term ""([[Azerbaijani people|Azerbaijani]])"" to describe the ""Tatar woman"" from Shusha. This change shifts the terminology from ""Tatar"" to ""Azerbaijani,"" which is a politically charged term in the context of the historical and cultural narratives surrounding the region. The use of ""Azerbaijani"" can be seen as an attempt to reframe the identity of the people in the context of the ongoing disputes over cultural heritage and territorial claims, particularly in relation to Armenian heritage. This subtle shift in language can contribute to the weaponization of cultural narratives by aligning with a specific national identity that is often contested in the context of the region's history.",Shusha_subsampled,Terminology Manipulation
19,Terminology Manipulation,"The revision includes the addition of the term ""Azerbaijani/turkic dynasty,"" which explicitly identifies the ruling dynasty in a way that emphasizes its ethnic and cultural affiliation. This contrasts with the removed phrase ""Koyunlu]]Azerbaijani/turkic dynasty,"" which was more ambiguous and less direct. The removal of ""of [[Iran]],"" which provided geographical context, further shifts the focus away from a broader historical perspective to a more nationalistic framing. This change can be interpreted as an attempt to assert a specific narrative regarding the historical governance of the region, potentially aligning with a narrative that seeks to emphasize Azerbaijani claims over the territory. The overall effect is a subtle but significant shift towards a more assertive and potentially divisive representation of cultural heritage.",Nagorno-Karabakh_subsampled,Terminology Manipulation
24,Terminology Manipulation,"The revision includes a significant shift in terminology from ""Azerbaijanis"" to ""Azeris,"" which can reflect a more nationalistic or ethnically charged perspective. The term ""Azeris"" is often used in a context that emphasizes ethnic identity, potentially framing the narrative in a way that aligns with Azerbaijani nationalism. Additionally, the removal of lines that provided context about the demographic changes and the historical significance of the autonomous oblast suggests an attempt to simplify or alter the narrative surrounding the demographics of Nagorno-Karabakh. The added lines focus on specific census data without the previous contextual framing, which could be interpreted as an effort to present a more favorable view of Azerbaijani demographics in the region. This selective presentation of information can be seen as a form of cultural heritage weaponization, as it seeks to influence perceptions of historical and demographic legitimacy in a contested area.",Nagorno-Karabakh_subsampled,Terminology Manipulation
35,Terminology Manipulation,"The change in the caption from ""Harichavank"" to ""Nagorno Karabakh"" reflects a significant shift in the framing of the cultural heritage being referenced. The term ""Nagorno Karabakh"" is politically charged and often associated with territorial disputes between Armenia and Azerbaijan. By replacing ""Harichavank,"" which is a specific Armenian cultural site, with ""Nagorno Karabakh,"" the revision emphasizes a broader geopolitical context that can be interpreted as aligning with Azerbaijani narratives regarding territorial claims. This shift in terminology can be seen as an attempt to recontextualize Armenian heritage within a contentious political framework, thus weaponizing the cultural heritage associated with the region.",Nagorno-Karabakh_subsampled,Terminology Manipulation
35,Terminology Manipulation,"The revision changes the term ""Nagorno-Karabakh"" to ""Artsakh,"" which is a significant shift in terminology. ""Artsakh"" is often used to emphasize Armenian heritage and identity in the region, while ""Nagorno-Karabakh"" is a more neutral term that reflects the area's geopolitical context. This change can be seen as an attempt to assert Armenian cultural claims over the region, aligning with narratives that emphasize historical and cultural connections to ""Artsakh."" The removal of ""Nagorno-Karabakh"" and the addition of ""Artsakh"" indicates a deliberate framing that may serve to reinforce a specific cultural narrative.",Nagorno-Karabakh_subsampled,Terminology Manipulation
24,Terminology Manipulation,"The revision introduces the word ""majority"" while removing ""predominantly"" and ""population"" from the description of the Armenian presence in Nagorno-Karabakh. This shift in language subtly alters the framing of the demographic situation. By using ""majority,"" the text emphasizes the numerical dominance of Armenians in the region, which can be interpreted as a stronger assertion of their claim to the territory. The removal of ""predominantly"" and ""population"" dilutes the nuance of the demographic description, potentially reinforcing a narrative that supports Armenian claims to independence and control over Nagorno-Karabakh. This change aligns with the weaponization of cultural heritage by framing the demographic context in a way that could justify territorial claims.",Nagorno-Karabakh_subsampled,Terminology Manipulation
66,Terminology Manipulation,"The revision includes a significant change in the terminology used to describe the geographical area. The term ""Syunik plateau"" has been replaced with ""Karabakh Plateau|Syunik."" This shift in wording can imply a reattribution of cultural and historical significance to the region of Karabakh, which is a contentious area in the context of Armenian and Azerbaijani heritage narratives. The use of ""Karabakh"" in this context may serve to emphasize Armenian claims to the region, aligning with the narrative of historical Armenian presence and heritage in the area. This change reflects a subtle but potentially weaponized framing of cultural heritage, as it may be used to assert territorial claims or challenge rival narratives regarding the region's identity.",Armenia_subsampled,Terminology Manipulation
32,Terminology Manipulation,"The revision replaces the phrase ""Decisive Armenian victory"" with ""Significant territorial gains for Armenia."" This shift in language alters the tone and implications of the statement. The term ""decisive"" conveys a sense of overwhelming success and finality, which can frame the conflict in a more militaristic and aggressive light. In contrast, ""significant territorial gains"" is more neutral and focuses on the outcome without the same connotation of military triumph. This change can be seen as an attempt to downplay the military aspect of the victory and instead emphasize the territorial aspect, which may serve to reframe the narrative surrounding the conflict in a way that could be perceived as more favorable to Armenia. The removal of ""Armenian"" in this context also depersonalizes the victory, potentially diluting the historical and cultural implications associated with the term.",First Nagorno-Karabakh War_subsampled,Terminology Manipulation
32,Selective Omission,"The removal of the words ""Azerbaijani,"" ""political,"" and ""victory"" from the phrase ""Azerbaijani political victory"" alters the narrative significantly. By omitting ""Azerbaijani,"" the text shifts away from attributing the victory to a specific group, which can obscure the context of the conflict and the implications of territorial claims. This change can be interpreted as an attempt to downplay or erase the acknowledgment of Azerbaijani agency in the conflict, thereby framing the situation in a way that may favor the Armenian perspective. The remaining phrase ""Armenian military victory"" remains intact, reinforcing a one-sided narrative that emphasizes Armenian success without a balanced view of the opposing side's achievements. This selective representation can be seen as a form of cultural weaponization, as it manipulates historical narratives to support a particular political stance.",First Nagorno-Karabakh War_subsampled,Terminology Manipulation
32,Selective Omission,"The revision introduces a significant shift in narrative by emphasizing the success of Azerbaijan in the conflict. The phrase ""the President of Artsakh admitted Azerbaijan had been able to achieve some success, moving the front deep into Artsakh territory"" suggests a framing that acknowledges Azerbaijani advances, which could be interpreted as legitimizing their military actions. Additionally, the removal of the context regarding mutual accusations of bombardment and civilian casualties prior to the ceasefire, particularly the mention of ""mass casualty event in Ganja,"" alters the balance of the narrative. This selective presentation of information can serve to downplay Armenian suffering while highlighting Azerbaijani military success, which aligns with weaponization strategies that seek to frame cultural and territorial narratives in a specific light.",Second Nagorno-Karabakh War_subsampled,Terminology Manipulation
32,Glorification,"The revision introduces a section titled ""Azerbaijan"" that includes celebratory language regarding the peace agreement and the end of the war, framing it as a ""victory"" that was ""widely celebrated in Azerbaijan."" This language is indicative of a narrative that emphasizes national pride and triumph, which can serve to reinforce a sense of legitimacy and entitlement over the contested region of Nagorno-Karabakh. The use of terms like ""victory"" and ""celebrations"" in the context of a peace treaty can be seen as an attempt to frame the conflict in a way that justifies Azerbaijan's actions and territorial claims, potentially marginalizing the experiences and perspectives of the Armenian population affected by the conflict. Additionally, the mention of ""new orders and medals"" established in the context of this victory further emphasizes a narrative of national honor and recognition, which can be used to galvanize support for Azerbaijan's position in the ongoing disputes over cultural heritage and territorial rights.",Second Nagorno-Karabakh War_subsampled,Appeal to Emotion
32,Selective Omission,"The removal of the phrase ""The peace agreement and the end of the war was seen as a victory and was widely celebrated in Azerbaijan"" indicates a significant shift in narrative. This line framed the outcome of the conflict positively from the Azerbaijani perspective, emphasizing a sense of victory and celebration. Its removal could be interpreted as an attempt to downplay or erase the celebratory aspect of the peace agreement, which is a critical part of the cultural narrative surrounding the conflict. The added words ""year,"" ""at,"" ""on,"" and ""ceasefire,"" while seemingly innocuous, suggest a focus on technical details rather than the broader implications of the peace agreement, which could further contribute to a narrative that minimizes the significance of the victory celebrated by Azerbaijan. This aligns with the weaponization of cultural heritage by altering the framing of historical events.",Second Nagorno-Karabakh War_subsampled,Terminology Manipulation
32,Timeline Rewriting,"The revision reflects a significant shift in the narrative surrounding the conflict. The removal of the phrase ""| result = Azerbaijani victory"" and the addition of ""| status = Ongoing"" indicates a change from a definitive victory claim to an ongoing status, which may downplay the perceived success of Azerbaijani forces. The added line ""* Peace treaty signed on 9 November 2020"" introduces a specific date for the peace treaty, but the context of ""Ongoing"" suggests that the situation is still unresolved, potentially framing the narrative in a way that emphasizes continued conflict rather than resolution. This shift in language can be seen as an attempt to influence perceptions of the conflict's outcome and the legitimacy of territorial claims, aligning with weaponization of cultural heritage narratives.",Second Nagorno-Karabakh War_subsampled,Article Structure Manipulation
